survey,ZTF-g,ZTF-r,ZTF-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ZTF_AB,15.7018,15.2903,15.1328,15.7216,15.2597,15.1019,15.0613,260.466,56.4354,0.0814125,0.054721126760563385,0.039934086629001886,0.081,0.05743661971830987,0.04248022598870056,0.03380295566502463
ZTF_AB,16.8924,16.4329,16.2485,16.8985,16.4171,16.2196,16.1501,245.485,65.4823,0.0764125,0.05172112676056338,0.03716760828625235,0.076,0.05443661971830987,0.04035028248587571,0.031802955665024626
ZTF_AB,15.6443,14.9921,14.7291,15.6401,14.9877,14.7153,14.612,257.025,30.1164,0.1713075,0.11462253521126761,0.08333521657250471,0.1704,0.1207323943661972,0.08970056497175141,0.07160591133004926
ZTF_AB,16.0361,15.7217,15.5979,16.062,15.6992,15.5588,15.5094,235.764,15.9421,0.114205,0.07608169014084507,0.055401129943502825,0.11359999999999999,0.0801549295774648,0.059220338983050846,0.047403940886699504
ZTF_AB,16.4678,15.8538,15.6055,16.4631,15.8373,15.5823,15.4701,247.621,61.2019,0.112205,0.07590140845070423,0.054634651600753294,0.1116,0.07929577464788734,0.05909039548022599,0.0464039408866995
ZTF_AB,15.697,15.3243,15.2028,15.7192,15.3015,15.1564,15.1298,252.072,56.1554,0.0444475,0.02954084507042254,0.021700564971751414,0.044199999999999996,0.0315774647887324,0.023610169491525425,0.018901477832512316
ZTF_AB,16.6276,16.1135,15.894,16.6358,16.0957,15.8802,15.7877,264.067,24.8093,0.3134775,0.21088450704225353,0.152969868173258,0.3118,0.22174647887323948,0.1637909604519774,0.13061083743842364
ZTF_AB,17.0626,16.6421,16.4712,17.0788,16.6213,16.435,16.3767,223.066,23.8562,0.1246875,0.08408169014084507,0.06063465160075329,0.124,0.0881549295774648,0.065090395480226,0.05170443349753695
ZTF_AB,15.5815,15.1496,14.9721,15.586,15.1252,14.9436,14.8869,259.402,37.8628,0.14617,0.09844225352112676,0.07110169491525424,0.1454,0.10387323943661973,0.07683050847457627,0.06100492610837439
ZTF_AB,15.6554,15.3401,15.243,15.6723,15.3067,15.1849,15.1728,239.164,59.5785,0.0454475,0.030540845070422536,0.02246704331450094,0.0452,0.0325774647887324,0.023740112994350283,0.018901477832512316
ZTF_AB,16.4592,15.9974,15.8344,16.4852,15.988,15.8181,15.7733,254.804,41.9998,0.071585,0.048540845070422535,0.03493408662900188,0.0712,0.0505774647887324,0.037480225988700565,0.029502463054187193
ZTF_AB,15.9608,15.5828,15.4542,15.9839,15.5691,15.4097,15.3786,225.744,38.4158,0.0424475,0.02836056338028169,0.020467043314500943,0.0422,0.029718309859154933,0.02174011299435028,0.017901477832512315
ZTF_AB,16.3091,16.0113,15.8949,16.323,15.9836,15.8644,15.8486,250.578,38.2195,0.06393,0.04272112676056338,0.030934086629001885,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
ZTF_AB,16.9471,16.4884,16.341,16.9516,16.463,16.2997,16.242,221.76,36.5249,0.0377925,0.02536056338028169,0.01846704331450094,0.0376,0.026718309859154934,0.019740112994350283,0.015901477832512313
ZTF_AB,16.716,16.308,16.1579,16.7184,16.281,16.117,16.0692,244.544,15.1611,0.13634249999999998,0.09126197183098592,0.0666346516007533,0.1356,0.09601408450704227,0.07109039548022598,0.05670443349753695
ZTF_AB,17.0301,16.5873,16.4201,17.0391,16.5597,16.3755,16.3226,250.027,51.4441,0.058929999999999996,0.039540845070422534,0.028700564971751413,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
ZTF_AB,16.9627,16.2157,15.8991,16.965,16.2223,15.8972,15.754,255.315,21.3624,0.2109275,0.1419830985915493,0.10280225988700566,0.2098,0.14945070422535214,0.1104406779661017,0.08750738916256158
ZTF_AB,16.7501,16.385,16.2341,16.7678,16.3521,16.1871,16.1353,229.144,25.8273,0.2002725,0.13480281690140847,0.09780225988700565,0.1992,0.14159154929577467,0.1054406779661017,0.08320689655172414
ZTF_AB,15.8399,15.6029,15.5122,15.8683,15.5726,15.4615,15.4539,235.827,26.2293,0.14317,0.09626197183098592,0.06986817325800376,0.1424,0.10101408450704226,0.07496045197740113,0.059004926108374385
ZTF_AB,17.6469,17.21,17.0691,17.6693,17.1936,17.0275,16.9874,241.561,57.3539,0.0581025,0.039540845070422534,0.028700564971751413,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
ZTF_AB,15.4965,15.1391,15.0223,15.516,15.1116,14.9791,14.947,238.382,63.5056,0.06093,0.041540845070422536,0.029700564971751414,0.0606,0.0435774647887324,0.031610169491525425,0.025201970443349753
ZTF_AB,15.8189,15.3021,15.0788,15.8205,15.2883,15.0543,14.97,238.123,49.4167,0.058929999999999996,0.039540845070422534,0.028700564971751413,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
ZTF_AB,16.4861,16.0244,15.852,16.5025,16.0088,15.8307,15.7668,228.976,74.4454,0.090895,0.06090140845070423,0.04416760828625235,0.0904,0.06429577464788734,0.04735028248587571,0.03780295566502463
ZTF_AB,17.3562,16.8775,16.6944,17.356,16.8574,16.6491,16.5783,264.218,54.2304,0.13734249999999998,0.09226197183098592,0.06686817325800376,0.1366,0.09701408450704227,0.07196045197740113,0.05700492610837438
ZTF_AB,17.4099,17.0519,16.9291,17.4246,17.0133,16.8754,16.8311,245.181,67.4833,0.1343425,0.09026197183098592,0.0656346516007533,0.1336,0.09501408450704227,0.07009039548022598,0.05570443349753695
ZTF_AB,17.8973,17.2142,16.9744,17.8821,17.2002,16.9429,16.8336,260.991,43.9109,0.06775750000000001,0.045721126760563384,0.03293408662900188,0.0674,0.04843661971830987,0.03548022598870056,0.02850246305418719
ZTF_AB,18.5041,17.7501,17.4776,18.5041,17.7441,17.4474,17.3214,255.832,29.9769,0.14117,0.09526197183098592,0.06886817325800376,0.1404,0.10001408450704227,0.07396045197740113,0.059004926108374385
ZTF_AB,17.3964,16.748,16.5013,17.3908,16.7359,16.4892,16.4029,255.971,30.4979,0.14234249999999998,0.09626197183098592,0.06986817325800376,0.1416,0.10101408450704226,0.07496045197740113,0.059004926108374385
ZTF_AB,16.4794,16.0123,15.7921,16.4953,15.9996,15.7682,15.6743,235.263,18.3882,0.1093775,0.07390140845070423,0.05340112994350282,0.10880000000000001,0.07729577464788734,0.05722033898305085,0.0454039408866995
ZTF_AB,16.7674,16.4515,16.3288,16.7751,16.4269,16.289,16.2781,246.228,42.7591,0.0327925,0.022180281690140843,0.015467043314500942,0.032600000000000004,0.022859154929577467,0.016740112994350284,0.013600985221674876
ZTF_AB,15.7893,15.2379,15.0302,15.7947,15.2223,14.9992,14.9253,254.037,21.0295,0.18179,0.12180281690140846,0.08856873822975517,0.1808,0.12859154929577468,0.09557062146892656,0.0759064039408867
ZTF_AB,16.3069,16.0068,15.8891,16.3423,15.9915,15.8471,15.8206,252.222,55.8296,0.047447500000000004,0.03236056338028169,0.023467043314500943,0.0472,0.03371830985915494,0.024740112994350284,0.019901477832512313
ZTF_AB,16.4113,16.0771,15.947,16.4309,16.0484,15.9039,15.8657,238.67,22.7995,0.1916175,0.12880281690140846,0.09356873822975517,0.19060000000000002,0.1355915492957747,0.10057062146892655,0.0799064039408867
ZTF_AB,16.9034,16.4418,16.2632,16.9106,16.4245,16.2418,16.1864,255.803,33.8555,0.06575750000000001,0.04372112676056338,0.031934086629001886,0.0654,0.04643661971830987,0.03448022598870057,0.02720197044334975
ZTF_AB,17.3987,16.7723,16.545,17.4019,16.7618,16.5296,16.4285,238.111,76.9204,0.111205,0.07490140845070423,0.054401129943502824,0.1106,0.07829577464788734,0.058220338983050846,0.0464039408866995
ZTF_AB,15.4346,15.1758,15.0707,15.4628,15.1436,15.0352,15.0127,261.284,49.4395,0.08406749999999999,0.05672112676056338,0.041167608286252357,0.0836,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTF_AB,15.2945,15.0281,14.9226,15.3268,15.0108,14.8867,14.8808,259.265,40.0144,0.092895,0.06272112676056338,0.04516760828625235,0.0924,0.06543661971830987,0.04835028248587571,0.038802955665024626
ZTF_AB,16.366,16.0723,15.9481,16.381,16.0403,15.9094,15.8884,254.692,39.3489,0.06293,0.04254084507042254,0.030934086629001885,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
ZTF_AB,17.7418,17.2184,16.9962,17.7367,17.2141,17.0003,16.9229,260.046,42.3038,0.0581025,0.03854084507042253,0.027934086629001882,0.0578,0.0405774647887324,0.030480225988700566,0.024201970443349752
ZTF_AB,16.0504,15.2362,14.9428,15.9758,15.2405,14.9345,14.7941,249.192,18.8107,0.24672,0.166343661971831,0.1202693032015066,0.2454,0.17516901408450705,0.12918079096045199,0.10310837438423645
ZTF_AB,16.5317,15.9231,15.7028,16.5387,15.9092,15.6721,15.5876,236.767,26.9922,0.113205,0.07608169014084507,0.054634651600753294,0.1126,0.0801549295774648,0.05909039548022599,0.04710344827586207
ZTF_AB,17.16,16.8773,16.7532,17.1714,16.8395,16.7129,16.6823,256.055,51.6681,0.07924,0.05272112676056338,0.038167608286252354,0.07880000000000001,0.05543661971830987,0.04135028248587571,0.03280295566502463
ZTF_AB,16.3991,15.9304,15.7653,16.4006,15.9067,15.7214,15.6715,211.33,72.9791,0.073585,0.049540845070422536,0.03593408662900188,0.0732,0.0515774647887324,0.038480225988700566,0.030502463054187193
ZTF_AB,16.8952,16.5242,16.3949,16.9035,16.4889,16.35,16.3114,251.264,66.504,0.088895,0.05972112676056338,0.04316760828625236,0.08839999999999999,0.06243661971830987,0.04635028248587571,0.03680295566502463
ZTF_AB,17.556,17.0154,16.8041,17.5524,16.9965,16.7835,16.7097,253.182,37.146,0.048275000000000005,0.03236056338028169,0.023700564971751412,0.048,0.03371830985915494,0.025610169491525423,0.019901477832512313
ZTF_AB,15.7406,15.134,14.9359,15.7423,15.1141,14.9055,14.8424,234.907,57.3378,0.03862,0.02536056338028169,0.01846704331450094,0.038400000000000004,0.026718309859154934,0.019740112994350283,0.015901477832512313
ZTF_AB,18.0354,17.5699,17.3967,18.0245,17.5347,17.3464,17.3079,244.686,68.0677,0.10055,0.06708169014084507,0.04916760828625236,0.09999999999999999,0.0711549295774648,0.052350282485875706,0.04210344827586207
ZTF_AB,18.081,17.5446,17.3494,18.0949,17.5065,17.3023,17.2414,233.765,62.0099,0.051275,0.034540845070422536,0.024700564971751413,0.051,0.0365774647887324,0.026610169491525424,0.021201970443349753
ZTF_AB,16.4579,16.0736,15.9415,16.4649,16.0441,15.9041,15.8733,264.762,20.0992,0.22741,0.15316338028169013,0.11103578154425611,0.22619999999999998,0.1613098591549296,0.11931073446327684,0.09480788177339901
ZTF_AB,17.3441,16.8471,16.6542,17.3586,16.8284,16.6282,16.5495,260.137,68.499,0.089895,0.06072112676056338,0.04416760828625235,0.0894,0.06343661971830987,0.04735028248587571,0.03780295566502463
ZTF_AB,17.0521,16.5005,16.3241,17.0343,16.4835,16.2912,16.2166,214.903,77.8279,0.1073775,0.07208169014084506,0.05240112994350282,0.1068,0.0761549295774648,0.05622033898305085,0.04510344827586207
ZTF_AB,15.3306,14.9249,14.7865,15.3469,14.8973,14.7515,14.7035,240.67,60.7925,0.0377925,0.02536056338028169,0.01846704331450094,0.0376,0.026718309859154934,0.019740112994350283,0.015901477832512313
ZTF_AB,17.6176,17.1686,16.9905,17.6063,17.1251,16.9367,16.8837,240.843,59.2157,0.0387925,0.02636056338028169,0.019467043314500942,0.0386,0.027718309859154935,0.020740112994350284,0.015901477832512313
ZTF_AB,17.9554,17.2959,17.0354,17.943,17.2695,17.0223,16.9215,251.644,72.0679,0.10255,0.06890140845070424,0.05040112994350283,0.102,0.07229577464788733,0.05422033898305085,0.04310344827586207
ZTF_AB,15.8527,15.3726,15.2031,15.8655,15.3514,15.1612,15.1111,219.526,19.3269,0.112205,0.07508169014084506,0.054634651600753294,0.1116,0.0791549295774648,0.05909039548022599,0.0464039408866995
ZTF_AB,16.6404,16.0813,15.8838,16.6364,16.0683,15.8548,15.7694,249.507,77.9682,0.115205,0.07708169014084507,0.056401129943502826,0.1146,0.0811549295774648,0.06022033898305085,0.048403940886699505
ZTF_AB,17.6549,17.058,16.8373,17.6453,17.0389,16.8004,16.7114,260.011,35.5234,0.1140325,0.07608169014084507,0.055401129943502825,0.1134,0.0801549295774648,0.059220338983050846,0.047403940886699504
ZTF_AB,17.3725,16.9247,16.7668,17.382,16.9109,16.7301,16.6833,255.574,35.7654,0.071585,0.04772112676056338,0.03493408662900188,0.0712,0.050436619718309865,0.037480225988700565,0.029502463054187193
ZTF_AB,15.5643,15.2197,15.0957,15.5906,15.1911,15.0566,15.0211,252.603,62.4167,0.10355,0.06908169014084507,0.05040112994350283,0.103,0.0731549295774648,0.05422033898305085,0.04310344827586207
ZTF_AB,17.2246,16.7848,16.6189,17.2332,16.7602,16.5912,16.5283,214.643,20.2076,0.154825,0.10444225352112677,0.07586817325800377,0.154,0.10987323943661974,0.08096045197740113,0.06430541871921182
ZTF_AB,16.568,15.9757,15.7681,16.5737,15.9543,15.7328,15.6654,230.9,42.0523,0.0774125,0.05172112676056338,0.037934086629001884,0.077,0.05443661971830987,0.04048022598870057,0.03250246305418719
ZTF_AB,17.781,17.196,16.9827,17.7742,17.1598,16.9576,16.8795,235.111,78.3946,0.090895,0.06090140845070423,0.04416760828625235,0.0904,0.06429577464788734,0.04735028248587571,0.03780295566502463
ZTF_AB,16.3172,15.7351,15.5363,16.3184,15.7233,15.522,15.4457,218.693,74.7299,0.1276875,0.08626197183098593,0.0626346516007533,0.127,0.09101408450704226,0.067090395480226,0.053704433497536945
ZTF_AB,16.4395,15.7767,15.4972,16.4373,15.771,15.4807,15.388,256.459,72.4274,0.13451500000000002,0.09026197183098592,0.0656346516007533,0.1338,0.09501408450704227,0.07009039548022598,0.05600492610837438
ZTF_AB,17.9716,17.2624,16.9945,17.9717,17.2434,16.9727,16.8509,224.013,67.6684,0.0804125,0.05390140845070423,0.039167608286252355,0.08,0.057295774647887335,0.042350282485875704,0.03380295566502463
ZTF_AB,16.9779,16.5353,16.377,16.9823,16.5022,16.3372,16.2889,244.167,72.6328,0.09872249999999999,0.06608169014084507,0.048167608286252356,0.0982,0.0701549295774648,0.051350282485875705,0.04110344827586207
ZTF_AB,17.0982,16.5166,16.3069,17.1088,16.5258,16.3036,16.2218,236.95,30.7157,0.08706749999999999,0.05872112676056338,0.04216760828625236,0.0866,0.06143661971830987,0.045350282485875706,0.03580295566502463
ZTF_AB,17.1453,16.6476,16.4483,17.153,16.6259,16.4276,16.3556,255.132,71.3929,0.115205,0.07708169014084507,0.056401129943502826,0.1146,0.0811549295774648,0.06022033898305085,0.048403940886699505
ZTF_AB,16.4856,16.1878,16.0921,16.5044,16.1566,16.0351,16.0249,239.216,52.3098,0.0347925,0.023360563380281692,0.01746704331450094,0.0346,0.024718309859154936,0.018740112994350282,0.014600985221674877
ZTF_AB,16.124,15.5883,15.4158,16.1196,15.5675,15.3869,15.314,251.674,52.3471,0.1073775,0.07208169014084506,0.05240112994350282,0.1068,0.0761549295774648,0.05622033898305085,0.04510344827586207
ZTF_AB,17.3916,16.8624,16.6629,17.4084,16.8372,16.6246,16.558,229.321,47.4225,0.0910675,0.061721126760563384,0.04416760828625235,0.0906,0.06443661971830987,0.04735028248587571,0.03780295566502463
ZTF_AB,16.7355,16.4919,16.3879,16.7617,16.4576,16.333,16.3245,262.311,49.2782,0.0947225,0.06390140845070423,0.046167608286252354,0.0942,0.06729577464788734,0.04935028248587571,0.03910344827586207
ZTF_AB,16.7189,16.3844,16.2652,16.7502,16.3594,16.2322,16.1939,229.781,72.7785,0.073585,0.04972112676056338,0.03593408662900188,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
ZTF_AB,16.9249,16.6262,16.5005,16.9376,16.5938,16.46,16.4407,263.173,44.884,0.06675750000000001,0.04472112676056338,0.03293408662900188,0.0664,0.04743661971830987,0.03548022598870056,0.028201970443349753
ZTF_AB,18.1749,17.4762,17.2004,18.1451,17.4603,17.1707,17.0564,255.569,28.5367,0.16748,0.11262253521126761,0.08210169491525424,0.1666,0.1187323943661972,0.08783050847457627,0.06960591133004926
ZTF_AB,18.4718,17.8125,17.5137,18.4293,17.8183,17.5259,17.3705,231.709,73.8807,0.0754125,0.05072112676056338,0.03693408662900188,0.075,0.05343661971830987,0.03948022598870057,0.03150246305418719
ZTF_AB,18.1627,17.5481,17.3075,18.1608,17.5384,17.2767,17.1757,256.644,53.3238,0.1972725,0.13280281690140847,0.09580225988700565,0.19619999999999999,0.13959154929577466,0.1034406779661017,0.08220689655172414
ZTF_AB,17.765,17.3168,17.1424,17.7602,17.2886,17.1073,17.0546,251.05,52.2413,0.12086,0.08108169014084507,0.0586346516007533,0.1202,0.0851549295774648,0.06309039548022599,0.05040394088669951
ZTF_AB,17.9792,17.3123,17.0523,17.9722,17.3063,17.0608,16.9323,262.604,23.8419,0.18379,0.1236225352112676,0.08956873822975517,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
ZTF_AB,16.0233,15.6369,15.5085,16.0361,15.6021,15.4627,15.4129,225.458,68.7295,0.074585,0.05054084507042254,0.03616760828625236,0.0742,0.0525774647887324,0.03935028248587571,0.03150246305418719
ZTF_AB,16.8411,16.3996,16.2402,16.8369,16.3751,16.1948,16.1525,251.767,51.5889,0.073585,0.04972112676056338,0.03593408662900188,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
ZTF_AB,15.5555,15.2579,15.1627,15.5866,15.235,15.1012,15.0825,244.864,78.0039,0.14117,0.09444225352112677,0.06886817325800376,0.1404,0.09987323943661974,0.07396045197740113,0.059004926108374385
ZTF_AB,15.8618,15.3372,15.157,15.8701,15.32,15.1254,15.0569,241.862,53.328,0.0367925,0.02436056338028169,0.01746704331450094,0.0366,0.025718309859154933,0.018740112994350282,0.014901477832512316
ZTF_AB,17.6472,17.2545,17.0727,17.6614,17.2124,17.0322,16.9766,225.729,27.151,0.1180325,0.07926197183098592,0.057634651600753296,0.1174,0.08401408450704227,0.06209039548022599,0.049403940886699506
ZTF_AB,16.2008,15.9365,15.8269,16.229,15.8988,15.7748,15.7657,215.512,19.1854,0.0784125,0.05272112676056338,0.038167608286252354,0.078,0.05543661971830987,0.04135028248587571,0.03280295566502463
ZTF_AB,15.1733,14.8191,14.7112,15.1999,14.7913,14.6756,14.6426,234.882,50.9677,0.047447500000000004,0.03154084507042254,0.023467043314500943,0.0472,0.0335774647887324,0.024740112994350284,0.019901477832512313
ZTF_AB,16.1368,15.7152,15.585,16.1554,15.6973,15.5251,15.5185,239.468,62.8797,0.06475750000000001,0.04354084507042254,0.031700564971751416,0.0644,0.0455774647887324,0.03361016949152543,0.026502463054187193
ZTF_AB,18.0419,17.3772,17.0754,18.0413,17.3505,17.0645,16.9413,233.679,46.7295,0.0444475,0.02954084507042254,0.021700564971751414,0.044199999999999996,0.0315774647887324,0.023610169491525425,0.018201970443349754
ZTF_AB,15.9197,15.4872,15.3222,15.9511,15.4636,15.2887,15.2325,246.591,18.475,0.1489975,0.10026197183098592,0.07210169491525424,0.1482,0.10501408450704226,0.07783050847457627,0.06200492610837438
ZTF_AB,17.099,16.7441,16.6006,17.1187,16.7154,16.5728,16.5339,264.076,57.9591,0.18479,0.12380281690140846,0.08956873822975517,0.1838,0.13059154929577468,0.09657062146892656,0.0769064039408867
ZTF_AB,16.1276,15.8536,15.7292,16.1589,15.8262,15.6978,15.6725,261.45,49.3819,0.08424,0.05672112676056338,0.041167608286252357,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTF_AB,15.9362,15.6254,15.5119,15.9568,15.5985,15.4705,15.4388,253.146,49.5138,0.051275,0.034540845070422536,0.02546704331450094,0.051,0.0365774647887324,0.026740112994350283,0.021201970443349753
ZTF_AB,17.3299,16.6821,16.4651,17.3285,16.6769,16.4353,16.3437,228.75,60.4038,0.0424475,0.02836056338028169,0.020467043314500943,0.0422,0.029718309859154933,0.02174011299435028,0.017901477832512315
ZTF_AB,17.3747,16.732,16.5028,17.3691,16.7237,16.4739,16.3875,236.667,78.1304,0.1180325,0.07908169014084507,0.057634651600753296,0.1174,0.0831549295774648,0.06209039548022599,0.049403940886699506
ZTF_AB,16.0334,15.681,15.5407,16.0536,15.6546,15.5022,15.4669,254.215,48.3048,0.06775750000000001,0.04554084507042254,0.03293408662900188,0.0674,0.0475774647887324,0.03548022598870056,0.028201970443349753
ZTF_AB,16.6896,16.4098,16.3116,16.7136,16.3789,16.2538,16.2451,246.99,53.9336,0.0444475,0.03036056338028169,0.021700564971751414,0.044199999999999996,0.031718309859154935,0.023610169491525425,0.018901477832512316
ZTF_AB,17.2458,16.7031,16.5433,17.2155,16.6271,16.4037,16.3241,254.57,53.7383,0.0977225,0.06590140845070423,0.047401129943502825,0.09720000000000001,0.06929577464788735,0.051220338983050846,0.04080295566502463
ZTF_AB,16.2751,15.8917,15.7695,16.2929,15.8578,15.7279,15.6991,233.409,69.8576,0.06775750000000001,0.04554084507042254,0.03293408662900188,0.0674,0.0475774647887324,0.03548022598870056,0.028201970443349753
ZTF_AB,15.3891,15.0304,14.9009,15.4079,15.0052,14.8601,14.834,259.39,63.8312,0.12086,0.08108169014084507,0.0586346516007533,0.1202,0.0851549295774648,0.06309039548022599,0.05040394088669951
ZTF_AB,17.1526,16.4748,16.2321,17.157,16.4784,16.2061,16.1154,235.095,52.5297,0.033965,0.023180281690140844,0.01646704331450094,0.033800000000000004,0.023859154929577468,0.01774011299435028,0.014600985221674877
ZTF_AB,17.7052,16.9722,16.714,17.707,16.955,16.697,16.5822,257.533,29.6953,0.193445,0.12980281690140846,0.09456873822975517,0.19240000000000002,0.1365915492957747,0.10157062146892655,0.08020689655172414
ZTF_AB,15.9432,15.5018,15.3423,15.9538,15.489,15.3094,15.2578,252.507,72.3405,0.13251500000000002,0.08926197183098591,0.0646346516007533,0.1318,0.09401408450704227,0.069090395480226,0.05500492610837438
ZTF_AB,17.4247,17.0836,16.9703,17.4267,17.0628,16.9217,16.9028,237.715,74.6858,0.073585,0.049540845070422536,0.03593408662900188,0.0732,0.0515774647887324,0.038480225988700566,0.030502463054187193
ZTF_AB,15.8855,15.6027,15.4873,15.912,15.5782,15.4504,15.438,259.516,31.7461,0.136515,0.09226197183098592,0.06686817325800376,0.13579999999999998,0.09701408450704227,0.07196045197740113,0.05700492610837438
ZTF_AB,16.6938,16.2151,16.0289,16.7027,16.1997,16.0006,15.9297,254.752,49.8156,0.06393,0.04272112676056338,0.030934086629001885,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
ZTF_AB,16.1343,15.5411,15.3366,16.1454,15.5292,15.3057,15.2407,230.317,53.0628,0.0454475,0.030540845070422536,0.02246704331450094,0.0452,0.0325774647887324,0.023740112994350283,0.018901477832512316
ZTF_AB,16.5931,16.2847,16.1601,16.6303,16.2632,16.1187,16.0836,250.308,75.3274,0.113205,0.07608169014084507,0.055401129943502825,0.1126,0.0801549295774648,0.059220338983050846,0.047403940886699504
ZTF_AB,16.8352,16.4328,16.2481,16.8416,16.3954,16.2007,16.1335,227.39,24.9505,0.154825,0.10344225352112676,0.07510169491525423,0.154,0.10887323943661974,0.08083050847457628,0.06430541871921182
ZTF_AB,16.1887,15.8752,15.7436,16.1989,15.8462,15.7,15.6557,228.848,22.9709,0.14017,0.09426197183098592,0.06786817325800376,0.1394,0.09901408450704227,0.07296045197740113,0.058004926108374384
ZTF_AB,15.4689,14.8991,14.6835,15.474,14.8847,14.6505,14.5687,241.725,64.6228,0.060102499999999996,0.040540845070422535,0.029700564971751414,0.0598,0.0425774647887324,0.031610169491525425,0.025201970443349753
ZTF_AB,15.5271,15.2043,15.0739,15.5421,15.1727,15.0431,15.0113,256.23,27.878,0.300995,0.2027042253521127,0.146969868173258,0.2994,0.212887323943662,0.1577909604519774,0.1253103448275862
ZTF_AB,16.0835,15.6689,15.5209,16.0906,15.648,15.481,15.4621,263.381,42.6656,0.06775750000000001,0.04554084507042254,0.03293408662900188,0.0674,0.0475774647887324,0.03548022598870056,0.028201970443349753
ZTF_AB,17.1144,16.756,16.6128,17.1494,16.7308,16.5795,16.5224,255.006,58.977,0.0561025,0.03754084507042253,0.027700564971751412,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
ZTF_AB,16.6741,16.0427,15.8199,16.6765,16.0346,15.7908,15.7035,234.807,25.4631,0.1683075,0.11344225352112676,0.08210169491525424,0.1674,0.11887323943661973,0.08783050847457627,0.06960591133004926
ZTF_AB,17.9051,17.378,17.1911,17.9274,17.3525,17.1427,17.0581,229.907,65.4018,0.092895,0.06190140845070423,0.04516760828625235,0.0924,0.06529577464788734,0.04835028248587571,0.038802955665024626
ZTF_AB,17.8623,17.3633,17.1694,17.877,17.3504,17.1358,17.0564,230.725,42.5775,0.1043775,0.06990140845070424,0.05040112994350283,0.1038,0.07329577464788734,0.05422033898305085,0.04310344827586207
ZTF_AB,16.1836,15.874,15.7505,16.206,15.8492,15.715,15.6819,256.144,66.1685,0.0937225,0.06290140845070423,0.04540112994350282,0.0932,0.06629577464788734,0.04922033898305085,0.038802955665024626
ZTF_AB,15.4534,14.9771,14.8046,15.4597,14.9574,14.7802,14.7108,228.871,79.2165,0.0794125,0.053721126760563384,0.038934086629001885,0.079,0.05643661971830987,0.04148022598870057,0.03280295566502463
ZTF_AB,17.685,17.0417,16.8087,17.6685,17.0234,16.7805,16.7072,262.106,79.7431,0.22358250000000002,0.15016338028169013,0.10903578154425611,0.22240000000000001,0.1583098591549296,0.11731073446327683,0.092807881773399
ZTF_AB,15.7549,15.1279,14.8781,15.7562,15.1224,14.8627,14.7577,244.817,43.0884,0.048447500000000004,0.03254084507042254,0.023700564971751412,0.0482,0.0345774647887324,0.025610169491525423,0.020201970443349752
ZTF_AB,17.9365,17.4117,17.1871,17.975,17.4317,17.2062,17.1217,245.547,61.4321,0.052275,0.03554084507042254,0.025700564971751414,0.052,0.037577464788732404,0.027610169491525425,0.021901477832512315
ZTF_AB,17.078,16.6853,16.5774,17.0856,16.6527,16.519,16.485,220.87,69.8415,0.08506749999999999,0.056901408450704224,0.041167608286252357,0.0846,0.06029577464788734,0.044350282485875706,0.03480295566502463
ZTF_AB,17.5494,16.857,16.6016,17.5451,16.8487,16.5748,16.4748,230.861,57.0219,0.0347925,0.023360563380281692,0.01646704331450094,0.0346,0.024718309859154936,0.01774011299435028,0.014600985221674877
ZTF_AB,17.7232,16.9847,16.7303,17.723,16.973,16.7017,16.6057,247.752,64.8181,0.10355,0.06990140845070424,0.05040112994350283,0.103,0.07329577464788734,0.05422033898305085,0.04310344827586207
ZTF_AB,15.9592,15.7916,15.7239,15.9989,15.7513,15.6715,15.678,246.238,46.466,0.0251375,0.017180281690140846,0.012467043314500941,0.024999999999999998,0.017859154929577466,0.013740112994350283,0.010600985221674877
ZTF_AB,18.0038,17.4678,17.2619,18.0174,17.448,17.2337,17.1339,254.958,54.1078,0.06193,0.041540845070422536,0.029934086629001884,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTF_AB,16.4277,15.9354,15.7476,16.4282,15.9181,15.7197,15.651,242.982,79.8669,0.1180325,0.07908169014084507,0.057634651600753296,0.1174,0.0831549295774648,0.06209039548022599,0.049403940886699506
ZTF_AB,17.1608,16.5026,16.2451,17.1554,16.4873,16.2186,16.1147,243.499,18.727,0.1479975,0.09944225352112676,0.07210169491525424,0.1472,0.10487323943661973,0.07783050847457627,0.06200492610837438
