survey,ZTF-g,ZTF-r,ZTF-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ZTF_AB,16.9215,16.2581,16.0102,16.9104,16.2437,15.9843,15.8921,260.749,74.9295,0.114205,0.07708169014084507,0.055634651600753295,0.11359999999999999,0.0811549295774648,0.06009039548022599,0.047403940886699504
ZTF_AB,16.7578,16.1769,15.9682,16.7643,16.17,15.9424,15.8718,260.875,68.8264,0.1160325,0.07808169014084507,0.056401129943502826,0.1154,0.0821549295774648,0.06022033898305085,0.048403940886699505
ZTF_AB,17.0592,16.699,16.5799,17.0696,16.6622,16.5225,16.4878,219.399,30.9829,0.0464475,0.03136056338028169,0.02270056497175141,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
ZTF_AB,17.4577,16.9506,16.7588,17.4703,16.9481,16.7354,16.6572,217.688,22.6948,0.1113775,0.07508169014084506,0.054401129943502824,0.11080000000000001,0.0791549295774648,0.058220338983050846,0.0464039408866995
ZTF_AB,16.0421,15.4349,15.2231,16.049,15.4297,15.1959,15.1077,258.38,79.2753,0.1636525,0.11044225352112677,0.08010169491525423,0.1628,0.11587323943661974,0.08583050847457627,0.06830541871921182
ZTF_AB,18.1109,17.47,17.2146,18.1,17.4548,17.1902,17.0954,235.853,39.0596,0.0551025,0.03654084507042253,0.02670056497175141,0.0548,0.0385774647887324,0.028610169491525426,0.02320197044334975
ZTF_AB,17.5605,16.9913,16.747,17.5688,16.9871,16.724,16.6165,257.576,75.825,0.1160325,0.07808169014084507,0.056401129943502826,0.1154,0.0821549295774648,0.06022033898305085,0.048403940886699505
ZTF_AB,16.7465,16.5226,16.4359,16.783,16.4863,16.3798,16.3749,233.343,39.9568,0.0687575,0.04654084507042254,0.03370056497175141,0.06839999999999999,0.0485774647887324,0.03561016949152542,0.02850246305418719
ZTF_AB,15.9107,15.4183,15.2504,15.9251,15.4132,15.2157,15.1434,230.186,30.5155,0.0687575,0.04654084507042254,0.03393408662900188,0.06839999999999999,0.0485774647887324,0.036480225988700564,0.02850246305418719
ZTF_AB,15.9658,15.3833,15.1789,15.978,15.3697,15.15,15.0636,212.442,20.072,0.13351500000000002,0.08926197183098591,0.06486817325800376,0.1328,0.09401408450704227,0.06996045197740113,0.05570443349753695
ZTF_AB,16.5924,16.2615,16.135,16.6067,16.2339,16.0856,16.0489,229.346,20.2701,0.1200325,0.08108169014084507,0.0586346516007533,0.1194,0.0851549295774648,0.06309039548022599,0.05040394088669951
ZTF_AB,17.0532,16.3631,16.0793,17.0545,16.3633,16.0625,15.9412,254.39,15.9418,0.3124775,0.20988450704225353,0.15220338983050846,0.3108,0.22074647887323948,0.16366101694915255,0.12961083743842364
ZTF_AB,17.8196,17.2388,17.0212,17.8149,17.2275,17.0097,16.9265,262.88,51.1222,0.1113775,0.07508169014084506,0.054401129943502824,0.11080000000000001,0.0791549295774648,0.058220338983050846,0.0464039408866995
ZTF_AB,15.7569,15.1146,14.9066,15.7647,15.102,14.8833,14.7918,247.601,23.7893,0.18679,0.12562253521126762,0.09133521657250471,0.1858,0.13173239436619721,0.09770056497175142,0.0779064039408867
ZTF_AB,17.7182,16.983,16.7075,17.6991,16.9554,16.6844,16.5662,239.107,15.9112,0.14134249999999998,0.09526197183098592,0.06886817325800376,0.1406,0.10001408450704227,0.07396045197740113,0.059004926108374385
ZTF_AB,15.9784,15.5842,15.4277,15.9867,15.5619,15.3965,15.3375,251.298,21.2109,0.16348000000000001,0.10962253521126761,0.07933521657250471,0.16260000000000002,0.11573239436619721,0.08570056497175141,0.06760591133004926
ZTF_AB,16.1117,15.8153,15.7031,16.1278,15.7795,15.6501,15.6307,219.973,21.1352,0.1033775,0.06908169014084507,0.05040112994350283,0.1028,0.0731549295774648,0.05422033898305085,0.04310344827586207
ZTF_AB,16.0194,15.6592,15.5205,16.038,15.6354,15.4855,15.4519,252.978,43.3626,0.0377925,0.02536056338028169,0.01846704331450094,0.0376,0.026718309859154934,0.019740112994350283,0.015901477832512313
ZTF_AB,16.5234,15.9926,15.7922,16.5285,15.971,15.7686,15.6877,246.581,28.3579,0.14117,0.09444225352112677,0.06886817325800376,0.1404,0.09987323943661974,0.07396045197740113,0.059004926108374385
ZTF_AB,16.486,16.1971,16.0756,16.5029,16.1614,16.0362,16.0084,261.41,50.6739,0.08424,0.05672112676056338,0.041167608286252357,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTF_AB,16.0832,15.7849,15.6867,16.0988,15.7495,15.6325,15.6296,228.244,49.9559,0.047447500000000004,0.03154084507042254,0.02270056497175141,0.0472,0.0335774647887324,0.024610169491525426,0.019901477832512313
ZTF_AB,15.5362,15.1943,15.0613,15.5448,15.1585,15.0212,14.9829,226.655,16.1532,0.093895,0.06290140845070423,0.046167608286252354,0.0934,0.06629577464788734,0.04935028248587571,0.03910344827586207
ZTF_AB,16.7475,16.3115,16.1447,16.7474,16.2961,16.1096,16.0556,258.335,58.1732,0.1296875,0.08726197183098591,0.0636346516007533,0.129,0.09201408450704227,0.068090395480226,0.053704433497536945
ZTF_AB,15.3579,15.0365,14.9226,15.382,15.012,14.8789,14.8631,249.566,66.0993,0.08024,0.053721126760563384,0.039167608286252355,0.07980000000000001,0.05643661971830987,0.042350282485875704,0.03350246305418719
ZTF_AB,17.4491,16.963,16.755,17.4658,16.95,16.7316,16.657,239.016,58.1857,0.0494475,0.03336056338028169,0.02446704331450094,0.0492,0.03471830985915494,0.02574011299435028,0.020901477832512314
ZTF_AB,15.5856,15.162,15.0095,15.6013,15.1414,14.9752,14.9377,255.963,39.3234,0.0967225,0.06490140845070423,0.047401129943502825,0.09620000000000001,0.06829577464788734,0.051220338983050846,0.04010344827586207
ZTF_AB,15.8143,15.2944,15.134,15.8347,15.2749,15.0865,15.0465,214.766,41.5055,0.028137500000000003,0.019180281690140844,0.01346704331450094,0.028,0.019859154929577467,0.014740112994350282,0.011600985221674876
ZTF_AB,17.071,16.5542,16.3601,17.0832,16.5425,16.3335,16.2735,227.797,47.1507,0.1170325,0.07808169014084507,0.056634651600753295,0.1164,0.0821549295774648,0.06109039548022599,0.048403940886699505
ZTF_AB,17.2892,16.936,16.8112,17.3061,16.9191,16.7809,16.7396,233.453,56.4589,0.0367925,0.02436056338028169,0.01746704331450094,0.0366,0.025718309859154933,0.018740112994350282,0.014901477832512316
ZTF_AB,16.6788,16.3129,16.1652,16.7,16.2926,16.1392,16.0844,232.989,28.736,0.070585,0.04772112676056338,0.03493408662900188,0.0702,0.050436619718309865,0.037480225988700565,0.029502463054187193
ZTF_AB,15.3261,14.9531,14.7893,15.335,14.9267,14.7579,14.7065,243.65,59.2992,0.0397925,0.027360563380281692,0.019467043314500942,0.0396,0.028718309859154936,0.020740112994350284,0.016901477832512314
ZTF_AB,16.7517,16.1488,15.922,16.7488,16.1395,15.9063,15.8226,254.113,31.1527,0.09689500000000001,0.06490140845070423,0.047401129943502825,0.0964,0.06829577464788734,0.051220338983050846,0.04010344827586207
ZTF_AB,16.443,16.0964,15.9845,16.4607,16.0678,15.9393,15.91,224.29,15.0833,0.1073775,0.07208169014084506,0.05240112994350282,0.1068,0.0761549295774648,0.05622033898305085,0.04510344827586207
ZTF_AB,17.677,17.0197,16.7842,17.6671,16.997,16.7508,16.6572,243.66,69.5105,0.091895,0.061721126760563384,0.04440112994350282,0.0914,0.06443661971830987,0.04822033898305085,0.03810344827586207
ZTF_AB,16.9588,16.3599,16.1384,16.9456,16.3453,16.1107,16.0191,246.99,39.637,0.030965,0.02036056338028169,0.015233521657250471,0.0308,0.021718309859154933,0.015870056497175142,0.012600985221674877
ZTF_AB,16.4213,16.1135,15.9909,16.419,16.0872,15.9431,15.9173,241.231,21.9403,0.18579,0.12480281690140846,0.09056873822975517,0.1848,0.13159154929577468,0.09757062146892656,0.0769064039408867
ZTF_AB,17.3105,16.5714,16.3196,17.2985,16.5495,16.2972,16.1868,250.797,79.4439,0.1556525,0.10444225352112677,0.07610169491525423,0.1548,0.10987323943661974,0.08183050847457628,0.06430541871921182
ZTF_AB,16.467,16.1683,16.0452,16.4847,16.1345,16.0049,15.9821,260.149,32.6963,0.14134249999999998,0.09526197183098592,0.06886817325800376,0.1406,0.10001408450704227,0.07396045197740113,0.059004926108374385
ZTF_AB,17.4913,16.9789,16.788,17.4785,16.9637,16.7776,16.6929,216.095,75.2571,0.13551500000000002,0.09126197183098592,0.06586817325800376,0.1348,0.09601408450704227,0.07096045197740113,0.05670443349753695
ZTF_AB,15.5522,15.2765,15.1749,15.5746,15.2476,15.1318,15.1199,236.476,45.9599,0.0387925,0.02636056338028169,0.01870056497175141,0.0386,0.027718309859154935,0.020610169491525426,0.015901477832512313
ZTF_AB,16.905,16.1818,15.9253,16.9075,16.1904,15.9031,15.7902,251.551,50.6025,0.06293,0.04254084507042254,0.030934086629001885,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
ZTF_AB,16.2717,15.88,15.7381,16.2771,15.8526,15.7038,15.6777,263.132,27.5705,0.14417,0.09726197183098592,0.07010169491525424,0.1434,0.10201408450704226,0.07583050847457627,0.060004926108374386
ZTF_AB,16.7486,16.0845,15.8424,16.7421,16.065,15.8254,15.7324,232.65,70.3118,0.06475750000000001,0.04354084507042254,0.031700564971751416,0.0644,0.0455774647887324,0.03361016949152543,0.026502463054187193
ZTF_AB,18.0713,17.4883,17.2668,18.0514,17.4894,17.228,17.1552,241.028,26.8613,0.14417,0.09644225352112676,0.06986817325800376,0.1434,0.10187323943661973,0.07496045197740113,0.060004926108374386
ZTF_AB,16.1364,15.6182,15.4186,16.1442,15.5995,15.3901,15.3116,240.823,53.1235,0.0454475,0.03036056338028169,0.021700564971751414,0.0452,0.031718309859154935,0.023610169491525425,0.018901477832512316
ZTF_AB,17.3764,16.8519,16.6328,17.3827,16.8321,16.6006,16.5267,255.634,24.4756,0.156825,0.10544225352112677,0.07610169491525423,0.156,0.11087323943661974,0.08183050847457628,0.06530541871921182
ZTF_AB,17.8966,17.2477,17.0065,17.8709,17.2311,16.9702,16.8824,225.695,55.3094,0.034964999999999996,0.023360563380281692,0.01746704331450094,0.0348,0.024718309859154936,0.018740112994350282,0.014600985221674877
ZTF_AB,17.8933,17.189,16.9124,17.8739,17.1871,16.91,16.7988,261.257,71.6371,0.117205,0.07908169014084507,0.05740112994350283,0.1166,0.0831549295774648,0.06122033898305085,0.04870443349753695
ZTF_AB,16.9077,16.5995,16.4646,16.923,16.5517,16.4215,16.4127,260.95,37.7522,0.12386,0.08326197183098592,0.06063465160075329,0.1232,0.08801408450704226,0.065090395480226,0.05170443349753695
ZTF_AB,16.0133,15.3017,15.0589,16.0073,15.2973,15.0365,14.9403,244.006,58.8648,0.0347925,0.023360563380281692,0.01746704331450094,0.0346,0.024718309859154936,0.018740112994350282,0.014600985221674877
ZTF_AB,15.9527,15.434,15.2137,15.9524,15.416,15.1953,15.1091,256.862,60.4786,0.074585,0.05054084507042254,0.03616760828625236,0.0742,0.0525774647887324,0.03935028248587571,0.03150246305418719
ZTF_AB,16.7203,16.3768,16.2328,16.7404,16.366,16.1939,16.1617,258.201,38.8617,0.1596525,0.10744225352112677,0.07810169491525423,0.1588,0.11287323943661974,0.08383050847457628,0.06630541871921182
ZTF_AB,17.3876,17.0058,16.8552,17.4473,17.0086,16.8257,16.7794,252.71,17.5797,0.2738575,0.18452394366197183,0.13350282485875706,0.2724,0.19402816901408454,0.1430508474576271,0.11370935960591133
ZTF_AB,15.8271,15.4188,15.3046,15.8455,15.3961,15.2253,15.1802,264.765,61.8968,0.13151500000000002,0.08826197183098591,0.06386817325800377,0.1308,0.09301408450704227,0.06896045197740114,0.054704433497536946
ZTF_AB,16.5914,16.2029,16.0579,16.6046,16.1874,16.0217,15.9855,262.609,49.8831,0.092895,0.06190140845070423,0.04516760828625235,0.0924,0.06529577464788734,0.04835028248587571,0.038802955665024626
ZTF_AB,15.8896,15.34,15.1264,15.9025,15.3297,15.1048,15.0174,247.148,27.7618,0.16548000000000002,0.11062253521126761,0.08033521657250471,0.16460000000000002,0.1167323943661972,0.08670056497175141,0.06860591133004926
ZTF_AB,17.2262,16.565,16.3035,17.2217,16.5619,16.2865,16.1693,249.164,15.3654,0.16848,0.11362253521126761,0.08233521657250471,0.1676,0.1197323943661972,0.08870056497175141,0.07030541871921182
ZTF_AB,16.2136,15.8805,15.7833,16.2522,15.8539,15.7326,15.7204,220.719,36.3611,0.03962,0.02636056338028169,0.019467043314500942,0.039400000000000004,0.027718309859154935,0.020740112994350284,0.01660098522167488
ZTF_AB,17.6425,17.1836,17.0252,17.6714,17.1835,16.9957,17.0243,257.197,35.5302,0.073585,0.04972112676056338,0.03593408662900188,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
ZTF_AB,16.5511,16.0507,15.8556,16.5665,16.0318,15.8277,15.745,250.443,21.7469,0.1606525,0.1076225352112676,0.07810169491525423,0.1598,0.11373239436619721,0.08383050847457628,0.06660591133004926
ZTF_AB,16.5966,16.2542,16.1248,16.6069,16.2158,16.088,16.0461,250.429,21.8908,0.155825,0.1046225352112676,0.07610169491525423,0.155,0.11073239436619721,0.08183050847457628,0.06530541871921182
ZTF_AB,15.3376,15.0001,14.8905,15.3574,14.9717,14.8462,14.8239,234.422,49.8299,0.0707575,0.04772112676056338,0.03493408662900188,0.07039999999999999,0.050436619718309865,0.037480225988700565,0.029502463054187193
ZTF_AB,16.3089,16.0021,15.8766,16.3393,15.9693,15.831,15.7943,234.992,26.0034,0.1266875,0.08508169014084507,0.06163465160075329,0.126,0.0891549295774648,0.066090395480226,0.052704433497536944
ZTF_AB,16.991,16.2546,15.9651,16.9923,16.2465,15.9571,15.8225,248.713,21.0501,0.1713075,0.11562253521126761,0.08333521657250471,0.1704,0.1217323943661972,0.08970056497175141,0.07160591133004926
ZTF_AB,15.9948,15.4877,15.3031,15.9968,15.4664,15.2716,15.1969,251.926,53.1995,0.1713075,0.11462253521126761,0.08333521657250471,0.1704,0.1207323943661972,0.08970056497175141,0.07160591133004926
ZTF_AB,15.3423,14.9799,14.8447,15.3657,14.9556,14.8027,14.7586,240.931,18.3842,0.2041,0.1369830985915493,0.09956873822975518,0.20299999999999999,0.14445070422535214,0.10657062146892655,0.08520689655172414
ZTF_AB,16.925,16.5796,16.4356,16.9401,16.5506,16.4098,16.362,258.193,16.3824,0.300995,0.2027042253521127,0.146969868173258,0.2994,0.212887323943662,0.1577909604519774,0.1253103448275862
ZTF_AB,16.0189,15.3098,14.9942,16.0122,15.3084,14.9895,14.8555,260.751,36.3711,0.1479975,0.09944225352112676,0.07186817325800376,0.1472,0.10487323943661973,0.07696045197740113,0.06130541871921183
ZTF_AB,16.8849,16.3992,16.2179,16.8991,16.3802,16.188,16.1235,246.861,54.6814,0.04062,0.027360563380281692,0.019700564971751412,0.040400000000000005,0.028718309859154936,0.021610169491525423,0.016901477832512314
ZTF_AB,16.5044,16.0556,15.9001,16.5222,16.0363,15.8644,15.8124,229.595,42.1062,0.08806749999999999,0.05972112676056338,0.04316760828625236,0.0876,0.06243661971830987,0.04635028248587571,0.03680295566502463
ZTF_AB,16.6697,16.317,16.1822,16.6891,16.2884,16.1466,16.1007,259.693,55.2284,0.113205,0.07608169014084507,0.055401129943502825,0.1126,0.0801549295774648,0.059220338983050846,0.047403940886699504
ZTF_AB,16.9244,16.348,16.1369,16.9306,16.336,16.1103,16.0244,221.778,67.8797,0.0697575,0.046721126760563385,0.03393408662900188,0.06939999999999999,0.04943661971830987,0.036480225988700564,0.029201970443349753
ZTF_AB,16.3287,15.8643,15.6986,16.3405,15.8481,15.6629,15.6096,242.945,53.1914,0.030965,0.02036056338028169,0.015233521657250471,0.0308,0.021718309859154933,0.015870056497175142,0.012600985221674877
ZTF_AB,17.9496,17.503,17.3368,17.9602,17.4818,17.2987,17.2277,232.239,49.8995,0.0561025,0.03754084507042253,0.027700564971751412,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
ZTF_AB,16.4679,15.8263,15.5901,16.4725,15.8213,15.5706,15.4825,249.161,45.2957,0.03962,0.02636056338028169,0.019467043314500942,0.039400000000000004,0.027718309859154935,0.020740112994350284,0.01660098522167488
ZTF_AB,15.8418,15.5525,15.4464,15.8602,15.5179,15.4062,15.401,259.164,20.681,0.1829625,0.12280281690140846,0.0893352165725047,0.182,0.12959154929577468,0.09570056497175142,0.0759064039408867
ZTF_AB,16.7795,16.2383,16.101,16.7926,16.2244,16.0224,15.9575,231.966,32.8561,0.08424,0.05672112676056338,0.041167608286252357,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTF_AB,17.1727,16.4153,16.1464,17.1544,16.41,16.1225,16.0109,250.77,61.5164,0.12686,0.08526197183098592,0.06163465160075329,0.1262,0.09001408450704226,0.066090395480226,0.052704433497536944
ZTF_AB,16.1089,15.7543,15.6262,16.1286,15.7239,15.5806,15.5495,260.753,60.3745,0.088895,0.05972112676056338,0.04316760828625236,0.08839999999999999,0.06243661971830987,0.04635028248587571,0.03680295566502463
ZTF_AB,16.6262,16.13,15.9224,16.6317,16.1131,15.9019,15.8213,257.661,22.4063,0.1926175,0.12980281690140846,0.09356873822975517,0.19160000000000002,0.1365915492957747,0.10057062146892655,0.08020689655172414
ZTF_AB,16.6902,15.9558,15.7049,16.6934,15.9491,15.6913,15.589,226.052,77.6662,0.1266875,0.08526197183098592,0.06163465160075329,0.126,0.09001408450704226,0.066090395480226,0.052704433497536944
ZTF_AB,16.0714,15.4321,15.1711,16.0698,15.4254,15.1605,15.0581,260.682,29.1568,0.1063775,0.07190140845070422,0.0516346516007533,0.1058,0.07529577464788734,0.05609039548022599,0.04410344827586207
ZTF_AB,17.0724,16.4247,16.1582,17.077,16.4223,16.15,16.0414,257.397,30.0454,0.1799625,0.1206225352112676,0.08733521657250472,0.179,0.1267323943661972,0.09370056497175142,0.0749064039408867
ZTF_AB,17.8803,17.5536,17.4149,17.8712,17.5312,17.3708,17.3474,260.06,23.3734,0.17613499999999999,0.11862253521126762,0.08633521657250472,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
ZTF_AB,16.1643,15.4683,15.1749,16.1618,15.4619,15.1653,15.048,247.139,48.1009,0.049275,0.03336056338028169,0.023700564971751412,0.048999999999999995,0.03471830985915494,0.025610169491525423,0.020201970443349752
ZTF_AB,16.8545,16.4581,16.2745,16.8704,16.4415,16.2477,16.1795,242.586,41.3313,0.030965,0.021180281690140846,0.015467043314500942,0.0308,0.021859154929577466,0.016740112994350284,0.012901477832512316
ZTF_AB,16.8482,16.3777,16.1994,16.8503,16.3519,16.1621,16.0894,240.998,22.9433,0.18479,0.12462253521126761,0.0903352165725047,0.1838,0.1307323943661972,0.09670056497175142,0.0769064039408867
ZTF_AB,17.1862,16.8359,16.6929,17.2067,16.8023,16.6561,16.6221,253.931,39.2091,0.06093,0.040540845070422535,0.029700564971751414,0.0606,0.0425774647887324,0.031610169491525425,0.025201970443349753
ZTF_AB,16.7349,16.4706,16.3747,16.7483,16.4359,16.3264,16.3052,251.521,51.8888,0.0900675,0.06090140845070423,0.04416760828625235,0.0896,0.06429577464788734,0.04735028248587571,0.03780295566502463
ZTF_AB,15.8365,15.5332,15.4261,15.8611,15.5063,15.379,15.35,249.716,72.6224,0.1499975,0.10144225352112676,0.07310169491525423,0.1492,0.10687323943661974,0.07883050847457627,0.06230541871921182
ZTF_AB,17.6414,17.0215,16.8255,17.6471,17.0099,16.7994,16.7344,260.438,53.3119,0.06475750000000001,0.04354084507042254,0.031700564971751416,0.0644,0.0455774647887324,0.03361016949152543,0.026502463054187193
ZTF_AB,17.3697,16.9813,16.8398,17.3788,16.955,16.791,16.7443,221.06,30.2563,0.0377925,0.02536056338028169,0.01846704331450094,0.0376,0.026718309859154934,0.019740112994350283,0.015901477832512313
ZTF_AB,17.4694,17.0159,16.8125,17.4896,17.0088,16.8093,16.7592,249.834,36.7992,0.04062,0.027360563380281692,0.019700564971751412,0.040400000000000005,0.028718309859154936,0.021610169491525423,0.016901477832512314
ZTF_AB,16.9697,16.3383,16.1416,16.9707,16.3229,16.1094,16.0247,221.686,69.7393,0.0890675,0.05990140845070423,0.04316760828625236,0.0886,0.06329577464788734,0.04635028248587571,0.03680295566502463
ZTF_AB,15.5931,15.0765,14.8771,15.5909,15.0504,14.8472,14.7737,223.969,75.0038,0.07924,0.05272112676056338,0.038167608286252354,0.07880000000000001,0.05543661971830987,0.04135028248587571,0.03280295566502463
ZTF_AB,15.7395,15.3122,15.1624,15.7494,15.2929,15.1248,15.0781,245.33,37.9283,0.03962,0.02636056338028169,0.019467043314500942,0.039400000000000004,0.027718309859154935,0.020740112994350284,0.01660098522167488
ZTF_AB,16.2904,15.9392,15.8182,16.309,15.9088,15.7771,15.7486,258.552,62.4671,0.06675750000000001,0.04472112676056338,0.03270056497175142,0.0664,0.04743661971830987,0.03461016949152543,0.02750246305418719
ZTF_AB,16.4481,15.9722,15.7782,16.4775,15.9634,15.7448,15.6778,234.423,58.7466,0.04562,0.030540845070422536,0.02246704331450094,0.0454,0.0325774647887324,0.023740112994350283,0.018901477832512316
ZTF_AB,17.4736,16.743,16.4653,17.4564,16.7388,16.4667,16.3448,261.959,23.1856,0.19744499999999998,0.13280281690140847,0.09656873822975517,0.1964,0.13959154929577466,0.10357062146892655,0.08220689655172414
ZTF_AB,17.3539,17.0694,16.9534,17.3769,17.0304,16.9163,16.9014,235.879,68.8093,0.10255,0.06890140845070424,0.05016760828625236,0.102,0.07229577464788733,0.05335028248587571,0.04310344827586207
