survey,CFA3S-B,CFA3S-V,CFA3S-R,CFA3S-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA3S-B_AV,CFA3S-V_AV,CFA3S-R_AV,CFA3S-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CFA3S-B,GAIA_CFA3S-V,GAIA_CFA3S-R,GAIA_CFA3S-I
CFA3S,17.0811,16.4772,16.058,15.661,16.7202,16.2893,16.1214,16.0643,1.35315,27.4954,0.264372,0.205693,0.155595,0.11275,0.237432,0.16831,0.125181,0.0991084,2854021749766719488,17.0226,16.507,16.2451,16.093
CFA3S,16.8293,16.2171,15.7913,15.4145,16.4653,16.0461,15.8644,15.8195,42.5476,12.9376,0.501888,0.39089,0.295231,0.2145,0.45161,0.32062,0.237621,0.188616,31689372517292160,16.7744,16.2574,15.9915,15.8447
CFA3S,18.4844,17.7726,17.2226,16.7655,18.0497,17.4987,17.2532,17.1725,42.5254,12.9082,0.499888,0.389766,0.294231,0.2135,0.449796,0.31962,0.236621,0.187616,-999,-999,-999,-999,-999
CFA3S,18.1409,17.6041,17.1766,16.808,17.8099,17.4202,17.259,17.2187,42.5027,12.9097,0.505888,0.394014,0.297217,0.2155,0.455424,0.322761,0.238621,0.189616,-999,-999,-999,-999,-999
CFA3S,17.5954,16.8526,16.324,15.855,17.1761,16.5933,16.3346,16.24,42.48,12.915,0.530125,0.413509,0.312175,0.2265,0.477679,0.338479,0.250492,0.199217,31641990438004608,17.5739,16.9086,16.5312,16.2943
CFA3S,18.4853,17.7521,17.2745,16.8694,18.0161,17.4991,17.2771,17.1962,42.4609,12.8037,0.510506,0.397137,0.300217,0.2175,0.459237,0.32562,0.241492,0.191616,-999,-999,-999,-999,-999
CFA3S,17.0304,16.4835,16.1055,15.7838,16.6535,16.2987,16.1716,16.1508,146.699,30.5965,0.0620929,0.0483613,0.0359161,0.026,0.0559513,0.0395775,0.0294802,0.023202,-999,-999,-999,-999,-999
CFA3S,17.3594,16.492,15.8998,15.4172,16.8368,16.1718,15.8664,15.7407,146.643,30.7033,0.0730929,0.0566087,0.0428882,0.031,0.0655788,0.0465775,0.0344802,0.0275025,-999,-999,-999,-999,-999
CFA3S,17.1264,16.432,15.9378,15.5222,16.7146,16.1778,15.9669,15.8795,146.596,30.7252,0.0680929,0.052485,0.0399022,0.028875,0.060765,0.0435775,0.0324802,0.025202,792695210147976832,17.0676,16.4579,16.1326,15.9268
CFA3S,16.9509,16.21,15.6875,15.2857,16.4936,15.9257,15.7157,15.6327,146.592,30.6471,0.0700929,0.054485,0.0409022,0.029875,0.062765,0.0445775,0.0334802,0.026202,-999,-999,-999,-999,-999
CFA3S,17.2234,16.433,15.8598,15.4272,16.7514,16.116,15.8816,15.7996,146.583,30.71,0.0707115,0.0546087,0.0418882,0.03,0.0635788,0.0454366,0.0334802,0.0265025,-999,-999,-999,-999,-999
CFA3S,16.2313,15.6003,15.1188,14.7633,15.8542,15.3759,15.1844,15.1301,215.978,-19.4728,0.364702,0.28392,0.214441,0.155625,0.32808,0.232606,0.172531,0.136911,-999,-999,-999,-999,-999
CFA3S,16.8133,16.0053,15.4368,15.0303,16.3417,15.7081,15.467,15.3657,215.963,-19.3819,0.351465,0.273672,0.206469,0.14975,0.316453,0.224606,0.166531,0.131911,-999,-999,-999,-999,-999
CFA3S,16.4223,15.8483,15.4138,15.0623,16.0879,15.6633,15.4955,15.4545,215.929,-19.359,0.343465,0.267549,0.202469,0.146625,0.309639,0.219746,0.162661,0.12931,-999,-999,-999,-999,-999
CFA3S,17.0983,16.4483,15.9758,15.6333,16.6955,16.2255,16.0644,16.0094,215.929,-19.4154,0.344465,0.268425,0.202469,0.14675,0.309825,0.219746,0.162661,0.129611,-999,-999,-999,-999,-999
CFA3S,16.7653,16.1583,15.7248,15.3783,16.3866,15.9742,15.7969,15.7667,215.907,-19.437,0.337465,0.263301,0.198483,0.14375,0.304011,0.215746,0.159661,0.126611,-999,-999,-999,-999,-999
CFA3S,16.8773,16.0553,15.4558,15.0393,16.4255,15.7745,15.5255,15.445,215.861,-19.3747,0.340465,0.265425,0.200469,0.145625,0.306825,0.217746,0.160791,0.127611,-999,-999,-999,-999,-999
CFA3S,18.1923,17.7383,17.3888,17.0563,17.8873,17.5812,17.4572,17.4179,215.861,-19.4523,0.329846,0.257178,0.194483,0.14075,0.297198,0.210746,0.155791,0.12431,-999,-999,-999,-999,-999
CFA3S,17.2213,16.6943,16.2418,15.9473,16.8971,16.5129,16.3502,16.3032,215.839,-19.3584,0.340465,0.265425,0.200469,0.145625,0.306825,0.217746,0.160791,0.127611,-999,-999,-999,-999,-999
CFA3S,16.2923,15.7283,15.2958,14.9723,15.9257,15.5373,15.3849,15.3494,215.833,-19.4414,0.331465,0.258178,0.194497,0.141625,0.298198,0.211746,0.156791,0.12431,-999,-999,-999,-999,-999
CFA3S,17.2513,16.3793,15.7668,15.3163,16.7281,16.0504,15.7364,15.6096,215.827,-19.4839,0.335465,0.261301,0.197483,0.143625,0.302011,0.214746,0.158791,0.12631,-999,-999,-999,-999,-999
CFA3S,18.1386,17.6788,17.3273,16.9808,17.853,17.5271,17.4297,17.4203,156.832,16.0397,0.113567,0.088475,0.0668183,0.048875,0.102275,0.0722958,0.0533503,0.0431034,-999,-999,-999,-999,-999
CFA3S,16.9836,16.4588,16.0863,15.7688,16.6339,16.306,16.1759,16.1563,156.806,15.9979,0.111949,0.087475,0.0658323,0.047875,0.101275,0.0712958,0.0532203,0.0421034,-999,-999,-999,-999,-999
CFA3S,18.7206,18.2068,17.7933,17.4998,18.394,18.0272,17.8922,17.8424,156.779,16.0652,0.115949,0.090475,0.0678323,0.049875,0.104275,0.0741549,0.0552203,0.0434039,-999,-999,-999,-999,-999
CFA3S,17.7226,16.8808,16.3033,15.8838,17.227,16.5583,16.3283,16.2556,156.717,16.072,0.110949,0.086475,0.0658183,0.047875,0.100275,0.0712958,0.0523503,0.0421034,3889267159121535744,17.6724,16.9165,16.4985,16.289
CFA3S,17.4536,16.5588,15.8993,15.4468,16.9094,16.1661,15.8885,15.7678,156.691,15.9665,0.0973301,0.0761037,0.0568602,0.041875,0.0878338,0.0622958,0.0463503,0.036803,-999,-999,-999,-999,-999
CFA3S,17.1873,16.6405,16.2279,15.9077,16.8369,16.469,16.3383,16.3077,151.494,10.33,0.125567,0.0977225,0.0738043,0.053875,0.112903,0.0801549,0.0592203,0.0474039,-999,-999,-999,-999,-999
CFA3S,18.5083,17.9725,17.6289,17.3717,18.1651,17.8053,17.6921,17.6687,151.425,10.214,0.126567,0.0987225,0.0748043,0.053875,0.113902,0.0811549,0.0600904,0.0474039,-999,-999,-999,-999,-999
CFA3S,17.6991,17.2524,16.9354,16.6135,17.4502,17.1217,16.9851,16.9499,171.446,22.8381,0.0544744,0.0421137,0.0319161,0.023,0.0483237,0.0345775,0.0256102,0.020202,-999,-999,-999,-999,-999
CFA3S,18.1931,17.8434,17.6194,17.7945,18.5575,18.2037,18.1106,18.0925,171.445,22.8439,0.0544744,0.0421137,0.0319161,0.023,0.0483237,0.0345775,0.0256102,0.020202,-999,-999,-999,-999,-999
CFA3S,17.5781,16.8504,16.3074,15.8705,17.1238,16.5239,16.334,16.2107,171.392,22.8379,0.0544744,0.0422375,0.0319161,0.023,0.0491375,0.0347183,0.0256102,0.020202,-999,-999,-999,-999,-999
CFA3S,16.0528,15.4705,15.0421,14.685,15.6781,15.27,15.1146,15.0889,170.318,21.3604,0.0787115,0.0607325,0.0458882,0.033875,0.0703925,0.0504366,0.0374802,0.0295025,-999,-999,-999,-999,-999
CFA3S,16.2908,15.6435,15.1971,14.843,15.886,15.4219,15.2514,15.2201,170.296,21.413,0.0767115,0.0597325,0.0448882,0.032875,0.0693925,0.0494366,0.0364802,0.0285025,-999,-999,-999,-999,-999
