survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,DES-g_AV,DES-r_AV,DES-i_AV,DES-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA-g,GAIA-r,GAIA-b,GAIA-r_AV,GAIA-b_AV,GAIA-g_AV,GAIA_DES-g,GAIA_DES-r,GAIA_DES-i,GAIA_DES-z,SOURCEID
DES,16.7967,16.2937,16.1296,16.0595,16.7634,16.3259,16.1377,16.0845,40.9445,-0.549752,0.110086,0.0741972,0.0540226,0.0416248,0.1088,0.0772958,0.0572203,0.0454039,16.3403,15.7861,16.7176,0,0,0,16.8186,16.2914,16.1236,16.0371,2498431649164442368
DES,17.0964,16.4282,16.2201,16.1135,17.2614,16.4641,16.2334,16.1441,41.2521,-0.397062,0.0963637,0.0641972,0.0470226,0.0367776,0.0952,0.0672958,0.0502203,0.039803,16.5031,15.8832,16.9629,0,0,0,17.1201,16.4265,16.2159,16.1029,2498531391189340544
DES,16.5805,16.2719,16.1845,16.1634,16.5451,16.2832,16.1763,16.1698,40.859,-0.521227,0.102364,0.0691972,0.0500226,0.0387012,0.1012,0.0722958,0.0532203,0.0421034,16.2764,15.8332,16.5506,0,0,0,16.585,16.2748,16.1869,16.1527,2498478167955225856
DES,16.9032,16.4997,16.3831,16.3391,16.8563,16.5377,16.3894,16.363,41.051,-0.635263,0.110086,0.0741972,0.0540226,0.0416248,0.1088,0.0772958,0.0572203,0.0454039,16.5369,16.0464,16.8615,0,0,0,16.9249,16.5084,16.3842,16.357,2498427079319240960
DES,18.6112,18.2174,18.1043,18.063,18.6102,18.2492,18.0964,18.0921,41.715,-0.391228,0.104225,0.0694366,0.0510226,0.0396248,0.103,0.0731549,0.0542203,0.0431034,18.254,17.7838,18.6013,0,0,0,-999,-999,-999,-999,-999
DES,16.6459,16.2271,16.1086,16.0663,16.6099,16.2453,16.1173,16.0756,40.6238,-0.565764,0.100364,0.0674366,0.0490226,0.0387012,0.0992,0.0711549,0.0522203,0.0421034,16.2607,15.7564,16.5795,0,0,0,16.6466,16.2284,16.1026,16.0539,2498457792630358272
DES,18.5676,17.8443,17.5816,17.4407,18.5066,17.8654,17.6024,17.4901,40.3387,-0.211265,0.08378,0.0559577,0.0406855,0.0319304,0.0828,0.0584366,0.0433503,0.034803,17.9314,17.2446,18.434,0,0,0,-999,-999,-999,-999,-999
DES,17.4806,17.0014,16.8509,16.7854,17.453,17.0247,16.8682,16.8082,40.2859,-0.161273,0.08178,0.0549577,0.0403484,0.0309304,0.0808,0.0574366,0.0424802,0.033803,17.0504,16.5234,17.4264,0,0,0,17.5064,17.0096,16.8587,16.758,2498694123206104192
DES,18.1105,17.4792,17.2794,17.1788,18.0538,17.5218,17.2951,17.2101,40.3957,-0.219138,0.0846413,0.0569577,0.0416855,0.0319304,0.0836,0.0594366,0.0443503,0.034803,17.5517,16.9602,18.0317,0,0,0,18.1647,17.4979,17.2868,17.1955,2498689862598546816
DES,17.1249,16.7035,16.5898,16.547,17.0818,16.7332,16.589,16.5575,40.2542,-0.172582,0.0789188,0.0529577,0.0386855,0.0300068,0.078,0.0554366,0.0413503,0.032803,16.7429,16.2584,17.076,0,0,0,17.1396,16.7088,16.6013,16.5553,2498670827302678656
DES,18.1873,17.5328,17.2988,17.1788,18.1441,17.5781,17.3243,17.2502,40.4766,-0.2488,0.0886412,0.0591972,0.0436855,0.033854,0.0876,0.0622958,0.0463503,0.036803,17.6024,16.9766,18.0942,0,0,0,18.2338,17.5455,17.3185,17.1887,2498689102388492544
DES,18.0665,17.2956,17.0296,16.8814,18.0317,17.3646,17.0637,16.9389,41.2676,-0.67139,0.0915025,0.0611972,0.0446855,0.034854,0.0904,0.0642958,0.0473503,0.037803,17.3753,16.6918,17.9136,0,0,0,18.0889,17.2937,17.0325,16.8837,2498417183714611456
DES,17.7926,17.0633,16.8674,16.7727,17.77,17.1092,16.8848,16.8102,41.0229,-0.966162,0.0906413,0.0611972,0.0446855,0.0347776,0.0896,0.0642958,0.0473503,0.037803,17.1626,16.5177,17.6335,0,0,0,-999,-999,-999,-999,-999
DES,18.9044,18.3418,18.1481,18.0636,18.8044,18.3975,18.1645,18.0931,41.0264,-0.069815,0.0925025,0.0621972,0.0456855,0.034854,0.0914,0.0652958,0.0483503,0.0381034,18.4034,17.8091,18.7924,0,0,0,-999,-999,-999,-999,-999
DES,16.853,16.3607,16.2388,16.1928,16.8205,16.3908,16.2426,16.209,40.9026,-0.376326,0.104225,0.0701972,0.0510226,0.0396248,0.103,0.0732958,0.0542203,0.0431034,16.4183,15.8905,16.783,0,0,0,16.8721,16.3584,16.237,16.1746,2498487655537951360
DES,18.4989,17.7543,17.4462,17.2649,18.4401,17.7979,17.4541,17.2851,42.5352,0.0608834,0.205589,0.138394,0.101045,0.078326,0.2032,0.144592,0.107441,0.0852069,17.8736,17.0978,18.3801,0,0,0,-999,-999,-999,-999,-999
DES,17.3172,16.7502,16.5857,16.5041,17.282,16.7826,16.5926,16.532,42.8405,-0.221444,0.200728,0.134634,0.0987081,0.0764024,0.1984,0.141451,0.104571,0.0832069,16.8168,16.2412,17.2335,0,0,0,17.3444,16.7538,16.5844,16.5198,2498118219631095040
DES,18.9627,18.56,18.432,18.3788,18.9594,18.5978,18.4436,18.378,42.9262,0.199859,0.244479,0.163873,0.119719,0.0928676,0.2416,0.17131,0.127181,0.101108,18.5937,18.1341,19.0107,0,0,0,-999,-999,-999,-999,-999
DES,17.5253,17.1027,16.9611,16.8971,17.5051,17.1339,16.9608,16.9181,42.7359,-0.190741,0.200589,0.134394,0.0980452,0.0764024,0.1982,0.140592,0.104441,0.0832069,17.1315,16.6319,17.4655,0,0,0,-999,-999,-999,-999,-999
DES,16.0975,15.6352,15.509,15.4618,16.0648,15.6653,15.5107,15.4741,42.5707,-0.184108,0.191866,0.128394,0.0937081,0.0725552,0.1896,0.134592,0.0995706,0.0792069,15.6812,15.1611,16.0353,0,0,0,16.1201,15.6323,15.5025,15.4469,2498162612413027328
DES,18.6871,18.1336,17.9241,17.8107,18.6734,18.1811,17.9351,17.854,42.5714,-0.188757,0.191866,0.128394,0.0937081,0.0725552,0.1896,0.134592,0.0995706,0.0792069,18.1801,17.5814,18.5656,0,0,0,-999,-999,-999,-999,-999
DES,16.54,15.7143,15.467,15.3354,16.4972,15.7733,15.4952,15.3816,42.6602,-0.266622,0.192866,0.129394,0.0947081,0.0734788,0.1906,0.135592,0.100571,0.0799064,15.8181,15.1321,16.3516,0,0,0,-999,-999,-999,-999,-999
DES,16.408,15.5834,15.3308,15.1885,16.3513,15.6442,15.3637,15.236,43.4351,-0.0829515,0.234756,0.157873,0.115382,0.0890204,0.232,0.16531,0.122311,0.0971084,15.6801,14.992,16.2215,0,0,0,16.4306,15.5808,15.3294,15.1832,2498135223406013568
DES,16.7181,16.2207,16.0422,15.9519,16.6726,16.2493,16.0593,15.9784,43.3135,-0.024651,0.205589,0.138394,0.101045,0.078326,0.2032,0.144592,0.107441,0.0852069,16.2594,15.71,16.6484,0,0,0,16.736,16.2259,16.0422,15.9589,2498139179071518336
DES,16.1766,15.5701,15.3823,15.2829,16.1502,15.6192,15.4039,15.3201,43.5645,-0.110818,0.241618,0.162113,0.118719,0.0918676,0.2388,0.170169,0.126181,0.100108,15.6387,15.0393,16.0639,0,0,0,-999,-999,-999,-999,-999
DES,17.8716,17.4783,17.3559,17.305,17.8612,17.5093,17.3609,17.3264,43.1675,-0.795958,0.213311,0.142634,0.104045,0.0812496,0.2108,0.149451,0.110441,0.0882069,17.5049,17.0276,17.8386,0,0,0,17.898,17.4991,17.365,17.3313,2497883744481164288
DES,17.8156,17.195,16.9944,16.8866,17.7814,17.2402,17.0135,16.9204,43.2562,-0.685177,0.211311,0.141634,0.103045,0.0802496,0.2088,0.148451,0.109441,0.0875074,17.2667,16.6578,17.7133,0,0,0,17.8596,17.1989,16.9992,16.8866,2497886355821302528
DES,18.3788,17.7599,17.5422,17.4216,18.3054,17.8059,17.5572,17.4691,42.6955,0.398956,0.231756,0.155634,0.113382,0.0880204,0.229,0.162451,0.120311,0.0958079,17.8225,17.1887,18.2565,0,0,0,-999,-999,-999,-999,-999
DES,18.374,17.6568,17.389,17.239,18.3416,17.7114,17.4165,17.2838,42.7524,0.476537,0.220172,0.147634,0.108045,0.0831732,0.2176,0.154451,0.114441,0.0908079,17.7238,17.0826,18.2459,0,0,0,-999,-999,-999,-999,-999
DES,18.9639,18.5236,18.386,18.331,18.9713,18.5766,18.3966,18.3573,41.421,-0.143824,0.0973637,0.0651972,0.0476855,0.0367776,0.0962,0.0682958,0.0503503,0.0401034,18.565,18.0034,18.9262,0,0,0,-999,-999,-999,-999,-999
DES,18.4345,17.8055,17.6217,17.5139,18.352,17.842,17.6243,17.5405,40.5909,-0.168381,0.0953637,0.0641972,0.0466855,0.0357776,0.0942,0.0672958,0.0493503,0.0391034,17.8883,17.3131,18.3478,0,0,0,-999,-999,-999,-999,-999
DES,18.3165,17.6683,17.4394,17.3192,18.2563,17.7192,17.4633,17.3592,40.9502,-0.0597258,0.0896412,0.0601972,0.0436855,0.033854,0.0886,0.0632958,0.0463503,0.0371034,17.7304,17.1101,18.1679,0,0,0,-999,-999,-999,-999,-999
DES,17.1942,16.8413,16.7495,16.7312,17.1713,16.862,16.7503,16.7443,41.1091,-0.763011,0.102225,0.0681972,0.0500226,0.0387012,0.101,0.0712958,0.0532203,0.0421034,16.8669,16.4046,17.1489,0,0,0,17.2076,16.8539,16.7552,16.7218,2498412167192791936
DES,17.3591,16.8378,16.6929,16.6264,17.3271,16.8682,16.704,16.6479,41.7643,-0.0927896,0.12267,0.0824366,0.0603597,0.046472,0.1212,0.0861549,0.0640904,0.0507044,16.8979,16.3459,17.2817,0,0,0,17.3878,16.8375,16.6942,16.6343,2498554309135012352
DES,18.086,17.4666,17.2829,17.1985,18.0141,17.5012,17.2974,17.2308,41.027,-0.776482,0.107086,0.0714366,0.0520226,0.0406248,0.1058,0.0751549,0.0552203,0.0441034,17.542,16.9295,17.9613,0,0,0,18.1176,17.455,17.2798,17.1775,2498411853659685760
DES,18.337,17.8985,17.7772,17.7325,18.3379,17.9231,17.7862,17.7465,41.4902,-0.344628,0.0983637,0.0661972,0.0480226,0.0377012,0.0972,0.0692958,0.0512203,0.040803,17.9399,17.426,18.2943,0,0,0,-999,-999,-999,-999,-999
DES,16.7907,16.3294,16.193,16.1367,16.75,16.363,16.1989,16.1558,40.8166,-0.353419,0.0925025,0.0621972,0.0456855,0.034854,0.0914,0.0652958,0.0483503,0.0381034,16.3723,15.8437,16.729,0,0,0,16.8114,16.3298,16.1822,16.1047,2498485074262676992
DES,17.0978,16.7466,16.6411,16.6017,17.0574,16.7599,16.6465,16.6158,41.4737,0.00352966,0.103225,0.0691972,0.0506855,0.0387012,0.102,0.0722958,0.0533503,0.0424039,16.7617,16.2898,17.0534,0,0,0,-999,-999,-999,-999,-999
DES,17.0395,16.6006,16.4942,16.4559,17.0006,16.633,16.4959,16.4728,41.4655,-0.00224526,0.102225,0.0691972,0.0500226,0.0387012,0.101,0.0722958,0.0532203,0.0421034,16.6459,16.1432,16.9817,0,0,0,17.0635,16.5956,16.4928,16.4206,2498594716187404672
DES,18.815,18.2658,18.0853,17.9986,18.7754,18.3095,18.084,18.0316,40.5844,0.00918005,0.105225,0.0711972,0.0520226,0.0397012,0.104,0.0742958,0.0552203,0.0434039,18.3283,17.7927,18.7213,0,0,0,-999,-999,-999,-999,-999
DES,17.0897,16.4294,16.2571,16.1753,17.0413,16.466,16.2589,16.2108,40.4925,-0.0327987,0.0916412,0.0619577,0.0446855,0.034854,0.0906,0.0644366,0.0473503,0.037803,16.5199,15.9135,16.9719,0,0,0,17.1234,16.4261,16.261,16.1565,2498702129025138432
DES,18.2201,17.6862,17.5412,17.4809,18.1745,17.7316,17.5447,17.4975,41.0263,-0.0120895,0.0925025,0.0621972,0.0456855,0.034854,0.0914,0.0652958,0.0483503,0.0381034,17.7546,17.2168,18.1435,0,0,0,-999,-999,-999,-999,-999
DES,17.0227,16.196,15.8912,15.7217,16.9735,16.2549,15.9292,15.7725,41.8829,0.176176,0.143115,0.0956761,0.0696968,0.0541664,0.1414,0.100014,0.0739605,0.0590049,16.2766,15.5476,16.8508,0,0,0,17.0623,16.1905,15.8919,15.7164,2498578021649878528
DES,18.3261,17.6207,17.4086,17.296,18.2995,17.6523,17.4287,17.3398,42.9866,0.202401,0.240479,0.161113,0.117719,0.090944,0.2376,0.169169,0.125181,0.0991084,17.7106,17.0814,18.2098,0,0,0,-999,-999,-999,-999,-999
DES,17.9323,17.3179,17.1176,17.01,17.9035,17.3637,17.1364,17.049,43.5654,0.0350764,0.258063,0.173113,0.126056,0.0977148,0.255,0.181169,0.134051,0.106409,17.3842,16.7731,17.8059,0,0,0,17.9551,17.3248,17.1284,16.9834,2498231499393072000
DES,18.1191,17.4321,17.2418,17.1385,18.0604,17.4676,17.2634,17.1727,43.1245,0.0290369,0.218172,0.146634,0.107045,0.0831732,0.2156,0.153451,0.113441,0.0905074,17.5226,16.9135,17.9801,0,0,0,-999,-999,-999,-999,-999
DES,17.0237,16.482,16.3128,16.2274,16.9949,16.5203,16.331,16.2587,43.2589,-0.428865,0.213172,0.142634,0.104045,0.0812496,0.2106,0.149451,0.110441,0.0882069,16.541,15.9706,16.9385,0,0,0,17.0449,16.4841,16.3077,16.2078,2497912336078615680
DES,18.9425,18.1828,17.9803,17.8672,18.8914,18.2247,18.006,17.9253,43.4247,0.0328133,0.246479,0.165873,0.120719,0.0937912,0.2436,0.17331,0.128181,0.102108,18.2897,17.6478,18.7944,0,0,0,-999,-999,-999,-999,-999
DES,17.7453,17.2924,17.1639,17.1094,17.7244,17.3267,17.1732,17.1311,42.4436,0.190388,0.183144,0.123155,0.0897081,0.0696316,0.181,0.128732,0.0955706,0.0759064,17.3355,16.8286,17.6746,0,0,0,-999,-999,-999,-999,-999
DES,17.588,16.7936,16.5505,16.4246,17.5367,16.8443,16.5827,16.4681,40.2878,-0.735687,0.108086,0.0724366,0.0530226,0.0415484,0.1068,0.0761549,0.0562203,0.0451034,16.8854,16.2239,17.4037,0,0,0,-999,-999,-999,-999,-999
DES,17.9268,17.2168,17.0003,16.8888,17.9241,17.2765,17.0354,16.9364,41.6193,-0.227961,0.105086,0.0701972,0.0510226,0.0397012,0.1038,0.0732958,0.0542203,0.0431034,17.3051,16.6667,17.7757,0,0,0,-999,-999,-999,-999,-999
DES,18.3795,17.8255,17.6558,17.5764,18.3491,17.8407,17.6587,17.6015,40.9787,-0.45988,0.113947,0.0764366,0.0560226,0.0435484,0.1126,0.0801549,0.0592203,0.0474039,17.8904,17.3271,18.3039,0,0,0,-999,-999,-999,-999,-999
DES,18.0769,17.3157,17.0459,16.9035,18.0454,17.3677,17.0785,16.9492,40.5058,-0.741053,0.106086,0.0711972,0.0520226,0.0406248,0.1048,0.0742958,0.0552203,0.0441034,17.4387,16.7243,17.9209,0,0,0,18.0935,17.3173,17.0519,16.8946,2498445736657158272
DES,18.408,18.0382,17.9181,17.8712,18.3707,18.0659,17.9281,17.8625,40.9643,-0.370719,0.107086,0.0714366,0.0520226,0.0406248,0.1058,0.0751549,0.0552203,0.0441034,18.0594,17.5675,18.4033,0,0,0,-999,-999,-999,-999,-999
DES,18.0554,17.474,17.2798,17.1839,18.0293,17.5145,17.3047,17.2184,41.2697,-0.567199,0.0945025,0.0631972,0.0460226,0.0357776,0.0934,0.0662958,0.0492203,0.0391034,17.5825,16.9424,17.96,0,0,0,18.0873,17.5024,17.2811,17.1696,2498421336947545088
DES,17.4097,16.8859,16.7526,16.6894,17.3626,16.9135,16.7502,16.7053,40.9035,-0.143912,0.0935025,0.0631972,0.0456855,0.0357776,0.0924,0.0662958,0.0483503,0.038803,16.952,16.4022,17.3483,0,0,0,-999,-999,-999,-999,-999
DES,17.7316,17.2456,17.114,17.0615,17.6861,17.2727,17.118,17.0758,40.7107,-0.434751,0.0886412,0.0591972,0.0436855,0.033854,0.0876,0.0622958,0.0463503,0.036803,17.302,16.7713,17.6693,0,0,0,17.7487,17.2559,17.1185,17.0788,2498482772160185472
DES,18.4959,18.0518,17.9244,17.8677,18.4091,18.0576,17.9121,17.872,40.8346,-0.847379,0.100364,0.0671972,0.0490226,0.0387012,0.0992,0.0702958,0.0522203,0.0421034,18.1008,17.5842,18.4549,0,0,0,-999,-999,-999,-999,-999
DES,18.9559,18.0816,17.7996,17.6475,18.7888,18.1384,17.8285,17.7015,40.2374,-0.462879,0.0925025,0.0619577,0.0450226,0.034854,0.0914,0.0644366,0.0482203,0.0381034,18.1828,17.4582,18.7375,0,0,0,-999,-999,-999,-999,-999
DES,17.7872,17.2326,17.0445,16.9553,17.7805,17.2763,17.0542,16.9767,40.4052,-0.448005,0.0935025,0.0621972,0.0456855,0.0357776,0.0924,0.0652958,0.0483503,0.038803,17.2868,16.7163,17.7029,0,0,0,17.8221,17.2521,17.0566,16.9634,2498473804267832832
DES,17.679,17.121,16.9457,16.8648,17.6273,17.1548,16.9587,16.8965,40.3413,-0.470218,0.0983637,0.0661972,0.0480226,0.0367776,0.0972,0.0692958,0.0512203,0.0401034,17.1803,16.5906,17.5638,0,0,0,17.7001,17.1134,16.9336,16.8503,2498473460670445568
DES,16.8218,16.2543,16.0614,15.9691,16.7893,16.2954,16.081,16.0056,40.2768,-0.500573,0.0963637,0.0641972,0.0470226,0.0367776,0.0952,0.0672958,0.0502203,0.039803,16.31,15.7235,16.7313,0,0,0,16.8428,16.2527,16.0625,15.9538,2498468242285757440
DES,17.1741,16.7747,16.6679,16.6343,17.1402,16.7964,16.6709,16.6541,40.4015,-0.506223,0.0953637,0.0641972,0.0466855,0.0357776,0.0942,0.0672958,0.0493503,0.0391034,16.8075,16.316,17.1339,0,0,0,17.1918,16.7792,16.6717,16.6208,2498470200790843136
DES,16.6161,16.2158,16.0978,16.0616,16.5826,16.2332,16.106,16.0872,40.2087,-0.548958,0.0906413,0.0611972,0.0446855,0.0347776,0.0896,0.0642958,0.0473503,0.037803,16.243,15.7604,16.561,0,0,0,-999,-999,-999,-999,-999
DES,18.4268,17.9806,17.8445,17.8053,18.322,17.8919,17.7256,17.6883,41.8282,0.206606,0.129531,0.0866761,0.0633597,0.0493192,0.128,0.0910141,0.0670904,0.0537044,18.0613,17.4758,18.3855,0,0,0,-999,-999,-999,-999,-999
DES,18.9013,18.209,17.9939,17.8766,18.7905,18.2583,18.0099,17.9313,40.5617,-0.0277787,0.103225,0.0691972,0.0510226,0.0396248,0.102,0.0722958,0.0542203,0.0431034,18.2932,17.6566,18.7877,0,0,0,-999,-999,-999,-999,-999
DES,17.2471,16.7426,16.5946,16.5314,17.2185,16.7742,16.6052,16.5572,41.3973,0.0071713,0.103225,0.0694366,0.0510226,0.0396248,0.102,0.0731549,0.0542203,0.0431034,16.7968,16.2725,17.1645,0,0,0,17.2574,16.7494,16.6104,16.555,2498595648195641728
DES,17.8623,17.0998,16.8318,16.6797,17.8219,17.1549,16.8561,16.73,41.5109,-0.0116309,0.100225,0.0671972,0.0490226,0.0377012,0.099,0.0702958,0.0522203,0.0411034,17.1745,16.4966,17.7189,0,0,0,17.8955,17.0971,16.8222,16.6861,2498571184061922944
DES,18.3007,17.5694,17.3737,17.2664,18.2451,17.6225,17.3884,17.3133,41.1929,0.000994565,0.100364,0.0671972,0.0490226,0.0377776,0.0992,0.0702958,0.0522203,0.0411034,17.6663,17.0291,18.1729,0,0,0,-999,-999,-999,-999,-999
DES,18.3606,18.0341,17.9489,17.9253,18.3314,18.0549,17.9535,17.9425,41.6926,-0.121911,0.113086,0.0764366,0.0553597,0.043472,0.1118,0.0801549,0.0590904,0.0471034,18.0495,17.6306,18.3332,0,0,0,-999,-999,-999,-999,-999
DES,18.0829,17.5516,17.3607,17.2649,18.0476,17.5876,17.3725,17.3016,43.6865,0.197843,0.245479,0.164873,0.120719,0.0928676,0.2426,0.17231,0.128181,0.101108,17.6004,17.034,18.0094,0,0,0,18.118,17.5595,17.3712,17.2871,2498235416403000320
DES,17.2205,16.6969,16.5226,16.4356,17.1808,16.741,16.5367,16.4681,43.1784,-0.397404,0.198728,0.133394,0.0977081,0.0754788,0.1964,0.139592,0.103571,0.0822069,16.7504,16.1904,17.1466,0,0,0,17.2481,16.7014,16.5266,16.4237,2497911992481305856
DES,18.4173,18.1211,17.8316,17.7816,18.3432,18.0485,17.7533,17.6991,43.4206,0.18612,0.24734,0.165873,0.120719,0.0938676,0.2444,0.17331,0.128181,0.102108,18.0968,17.5334,18.4196,0,0,0,18.4878,18.1811,17.8563,17.8405,2498248954140166400
DES,18.4243,17.9329,17.7872,17.7167,18.3771,17.9483,17.7922,17.7246,43.2658,-0.24066,0.216172,0.145634,0.106045,0.0822496,0.2136,0.152451,0.112441,0.0895074,17.9805,17.411,18.3293,0,0,0,-999,-999,-999,-999,-999
DES,16.5674,15.9313,15.7261,15.6115,16.5265,15.9735,15.7439,15.6505,43.2668,-0.243341,0.216172,0.145634,0.106045,0.0822496,0.2136,0.152451,0.112441,0.0895074,15.9984,15.3829,16.4426,0,0,0,-999,-999,-999,-999,-999
DES,18.1901,17.7805,17.6566,17.6044,18.1571,17.8007,17.657,17.61,43.4194,-0.41617,0.211311,0.141634,0.104045,0.080326,0.2088,0.148451,0.110441,0.0875074,17.8145,17.3376,18.1764,0,0,0,-999,-999,-999,-999,-999
DES,16.3206,15.5914,15.3828,15.2765,16.2821,15.6428,15.4049,15.3039,43.359,-0.391828,0.211311,0.141634,0.103045,0.0802496,0.2088,0.148451,0.109441,0.0875074,15.6831,15.0447,16.1708,0,0,0,16.3399,15.5884,15.381,15.2615,2497933261159280384
DES,17.95,17.4854,17.3372,17.2847,17.9324,17.5078,17.3475,17.3,43.1695,-0.356467,0.190866,0.128155,0.0937081,0.0725552,0.1886,0.133732,0.0995706,0.0789064,17.5445,17.0119,17.9013,0,0,0,17.9755,17.511,17.3703,17.2616,2498101452078799232
DES,18.132,17.6806,17.5487,17.4899,18.1092,17.7152,17.5637,17.5184,43.2642,-0.205699,0.221034,0.148634,0.108382,0.0841732,0.2184,0.155451,0.115311,0.0915074,17.7229,17.2172,18.1066,0,0,0,-999,-999,-999,-999,-999
DES,18.274,17.7782,17.6231,17.5465,18.2421,17.811,17.643,17.576,43.175,-0.239386,0.186005,0.124394,0.091371,0.0706316,0.1838,0.130592,0.0967006,0.0769064,17.8336,17.3063,18.2635,0,0,0,-999,-999,-999,-999,-999
DES,16.4585,15.6963,15.4139,15.2724,16.4215,15.762,15.4504,15.3129,43.3516,-0.384924,0.211311,0.141634,0.103045,0.0802496,0.2088,0.148451,0.109441,0.0875074,15.7669,15.0755,16.2933,0,0,0,16.4733,15.6956,15.4064,15.2489,2497933467317710464
DES,18.8873,18.3633,18.1892,18.1061,18.8521,18.3973,18.1867,18.1031,42.7644,0.180177,0.222034,0.148873,0.109045,0.0841732,0.2194,0.15631,0.115441,0.0918079,18.4156,17.832,18.8307,0,0,0,-999,-999,-999,-999,-999
DES,16.4255,16.003,15.8522,15.7846,16.402,16.0381,15.8659,15.8143,43.6634,-0.387167,0.222034,0.148873,0.109045,0.0841732,0.2194,0.15631,0.115441,0.0918079,16.0276,15.515,16.3559,0,0,0,16.4332,15.9969,15.8593,15.7761,2497921785006688128
DES,18.0523,17.3373,17.1027,16.9708,17.9975,17.3889,17.1187,17.0246,43.562,-0.361884,0.212311,0.142634,0.104045,0.0812496,0.2098,0.149451,0.110441,0.0882069,17.4179,16.7707,17.9312,0,0,0,18.0899,17.3383,17.1079,16.9624,2497922639705063808
DES,16.8134,16.2158,16.0083,15.899,16.7644,16.2539,16.0296,15.9364,43.4112,0.920085,0.272646,0.182592,0.133394,0.103486,0.2694,0.191887,0.141921,0.112709,16.2737,15.6723,16.6948,0,0,0,-999,-999,-999,-999,-999
DES,17.3849,16.5656,16.3161,16.1717,17.3524,16.6216,16.3412,16.2268,43.5416,0.966602,0.28923,0.193592,0.141731,0.109333,0.2858,0.202887,0.150791,0.11931,16.6629,15.9704,17.2007,0,0,0,17.4224,16.5658,16.3065,16.1507,2498364510235617792
DES,18.785,18.0723,17.8252,17.6895,18.7175,18.121,17.8583,17.7375,43.6326,0.830405,0.29223,0.196592,0.143394,0.111256,0.2888,0.205887,0.151921,0.12101,18.1502,17.4913,18.6524,0,0,0,-999,-999,-999,-999,-999
DES,16.7392,16.2163,16.0659,15.9904,16.7135,16.2501,16.074,16.0198,43.5778,0.982804,0.298953,0.200592,0.146731,0.11318,0.2954,0.209887,0.155791,0.12331,16.2748,15.745,16.6743,0,0,0,16.7731,16.2266,16.0811,15.9944,2498364441516168960
DES,17.7842,17.3227,17.1681,17.098,17.7607,17.3597,17.1789,17.1254,43.5667,0.819471,0.296091,0.198831,0.145394,0.112256,0.2926,0.208746,0.153921,0.12231,17.3635,16.8414,17.7231,0,0,0,17.7962,17.3348,17.1645,17.1023,2498344615947106560
DES,18.0766,17.3788,17.1331,16.9929,18.0358,17.4259,17.1533,17.0355,43.6213,0.999452,0.301953,0.202592,0.147731,0.11418,0.2984,0.211887,0.156791,0.12431,17.4507,16.8181,17.9789,0,0,0,18.1338,17.3977,17.1482,16.9905,2498364883897631232
DES,16.9963,16.2807,16.0414,15.9056,16.958,16.334,16.0669,15.9581,43.6025,0.828398,0.295091,0.197592,0.144731,0.11218,0.2916,0.206887,0.153791,0.12201,16.3563,15.6996,16.8521,0,0,0,17.0133,16.2838,16.0446,15.8869,2498344955249344640
DES,18.3392,17.565,17.2943,17.1446,18.272,17.6232,17.3275,17.1919,43.6398,0.746722,0.286369,0.192352,0.140394,0.108333,0.283,0.201028,0.148921,0.11801,17.6564,16.9658,18.1659,0,0,0,-999,-999,-999,-999,-999
DES,18.6726,18.3159,18.1998,18.159,18.7496,18.3484,18.2181,18.1611,40.3503,-0.682192,0.102225,0.0684366,0.0500226,0.0387012,0.101,0.0721549,0.0532203,0.0421034,18.3314,17.8551,18.6661,0,0,0,-999,-999,-999,-999,-999
DES,17.6594,17.2298,17.0986,17.0485,17.6327,17.2533,17.1006,17.0672,40.3523,-0.758801,0.104225,0.0694366,0.0510226,0.0396248,0.103,0.0731549,0.0542203,0.0431034,17.2855,16.7635,17.5976,0,0,0,-999,-999,-999,-999,-999
DES,17.6443,17.1053,16.9471,16.8801,17.603,17.145,16.9659,16.9081,41.32,-0.685838,0.0896412,0.0601972,0.0436855,0.033854,0.0886,0.0632958,0.0463503,0.0371034,17.1686,16.6093,17.5565,0,0,0,17.6643,17.1113,16.947,16.8523,2498416324721151744
DES,18.5817,18.1313,18.0126,17.9717,18.5579,18.1579,18.0102,17.9886,40.6691,-0.390892,0.08678,0.0581972,0.0426855,0.0329304,0.0858,0.0612958,0.0453503,0.035803,18.177,17.6775,18.5077,0,0,0,-999,-999,-999,-999,-999
DES,18.0153,17.4404,17.2233,17.1146,17.9825,17.4889,17.2487,17.1591,40.5805,-0.412884,0.08678,0.0581972,0.0426855,0.0329304,0.0858,0.0612958,0.0453503,0.035803,17.4896,16.774,17.9249,0,0,0,18.0401,17.4403,17.211,17.0594,2498495382184171904
DES,18.2375,17.8858,17.7934,17.7687,18.2073,17.9059,17.7861,17.8316,40.8712,-1.07917,0.106086,0.0711972,0.0520226,0.0406248,0.1048,0.0742958,0.0552203,0.0441034,17.9093,17.4447,18.2197,0,0,0,-999,-999,-999,-999,-999
DES,18.2375,17.8858,17.7934,17.7687,18.2188,17.9211,17.7868,17.7887,40.8713,-1.07916,0.106086,0.0711972,0.0520226,0.0406248,0.1048,0.0742958,0.0552203,0.0441034,17.9093,17.4447,18.2197,0,0,0,-999,-999,-999,-999,-999
