survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,DES-g_AV,DES-r_AV,DES-i_AV,DES-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA-g,GAIA-r,GAIA-b,GAIA-r_AV,GAIA-b_AV,GAIA-g_AV,GAIA_DES-g,GAIA_DES-r,GAIA_DES-i,GAIA_DES-z,SOURCEID
DES,17.2637,16.8055,16.6593,16.59,17.2344,16.8394,16.6649,16.6116,43.5791,0.438126,0.280508,0.188352,0.137394,0.106409,0.2772,0.197028,0.145921,0.11601,16.8425,16.324,17.1939,0,0,0,-999,-999,-999,-999,-999
DES,16.8731,16.4605,16.3261,16.2669,16.8556,16.491,16.3355,16.291,43.2081,0.830815,0.262063,0.176113,0.129056,0.0996384,0.259,0.184169,0.137051,0.108409,16.5754,15.9797,16.8083,0,0,0,16.8632,16.471,16.3183,16.2606,2498336026012519168
DES,16.7523,16.0034,15.7725,15.6464,16.7105,16.05,15.8031,15.6963,43.3277,-0.400642,0.212311,0.142634,0.104045,0.080326,0.2098,0.149451,0.110441,0.0875074,16.0967,15.4263,16.6038,0,0,0,16.7754,15.9992,15.7801,15.64,2497909965256667136
DES,15.5873,15.1825,15.0846,15.0463,15.573,15.2118,15.0787,15.0589,43.3791,-0.350957,0.212311,0.142634,0.104045,0.080326,0.2098,0.149451,0.110441,0.0875074,15.2225,14.7338,15.5383,0,0,0,15.6013,15.1807,15.0824,15.0421,2497933639116401408
DES,18.2002,17.4941,17.2559,17.123,18.1548,17.5318,17.2854,17.1816,43.3223,-0.366938,0.211311,0.141634,0.104045,0.080326,0.2088,0.148451,0.110441,0.0875074,17.5727,16.9392,18.0673,0,0,0,18.2493,17.5088,17.278,17.1162,2497913018978120832
DES,16.1852,15.3817,15.1378,15.0069,16.1434,15.4351,15.1598,15.058,43.2215,-0.771353,0.210311,0.140634,0.103045,0.079326,0.2078,0.147451,0.109441,0.0865074,15.4765,14.7992,16.0046,0,0,0,16.2101,15.371,15.1374,14.9966,2497881343594649088
DES,17.148,16.6868,16.542,16.4793,17.1244,16.7155,16.549,16.4717,43.4695,-0.767862,0.210311,0.141394,0.103045,0.0802496,0.2078,0.147592,0.109441,0.0872069,16.7327,16.2111,17.085,0,0,0,-999,-999,-999,-999,-999
DES,17.957,17.3605,17.1536,17.0471,17.9113,17.4065,17.1724,17.0842,43.4465,-0.72641,0.20845,0.139634,0.102045,0.079326,0.206,0.146451,0.108441,0.0862069,17.5144,16.8077,17.8228,0,0,0,17.9462,17.3813,17.1578,17.0483,2497841314499445248
DES,17.8855,17.4259,17.2766,17.2115,17.8487,17.4578,17.2899,17.2361,43.4347,-0.764889,0.209311,0.140634,0.102708,0.079326,0.2068,0.147451,0.108571,0.0865074,17.466,16.9196,17.8032,0,0,0,17.9094,17.4332,17.2691,17.1868,2497835232825755136
DES,18.1001,17.7323,17.6209,17.5814,18.0784,17.76,17.6135,17.5893,43.4617,-0.794119,0.210311,0.140634,0.103045,0.079326,0.2078,0.147451,0.109441,0.0865074,17.7569,17.265,18.0836,0,0,0,-999,-999,-999,-999,-999
DES,17.1139,16.2671,16.0148,15.8721,17.0677,16.3302,16.0375,15.9248,43.162,0.0201723,0.20645,0.138634,0.101045,0.078326,0.204,0.145451,0.107441,0.0852069,16.3746,15.679,16.9291,0,0,0,-999,-999,-999,-999,-999
DES,17.3561,16.9886,16.8872,16.8481,17.3275,17.0176,16.8936,16.8609,43.4836,0.862607,0.28923,0.194352,0.141731,0.110256,0.2858,0.203028,0.150791,0.12001,17.012,16.5387,17.3193,0,0,0,17.382,16.9991,16.896,16.849,2498356878078565760
DES,18.7305,18.264,18.127,18.0554,18.6658,18.2913,18.1336,18.1066,43.2916,0.924119,0.267924,0.180352,0.131394,0.101562,0.2648,0.189028,0.139921,0.110709,18.3143,17.813,18.6996,0,0,0,-999,-999,-999,-999,-999
DES,18.0269,17.3266,17.0682,16.9279,17.9672,17.376,17.0924,17.0047,43.3746,0.890223,0.271785,0.182352,0.133394,0.103486,0.2686,0.191028,0.141921,0.112709,17.3919,16.7263,17.9067,0,0,0,18.0646,17.3166,17.0658,16.9171,2498359351979732992
DES,16.5457,15.8722,15.6792,15.5763,16.5111,15.9031,15.6899,15.6103,43.0269,0.0967813,0.226034,0.151873,0.111045,0.0860968,0.2234,0.15931,0.117441,0.0938079,15.9561,15.3474,16.4216,0,0,0,-999,-999,-999,-999,-999
DES,16.5621,15.8535,15.65,15.5367,16.5252,15.9016,15.6606,15.5671,43.5184,0.127907,0.243479,0.163113,0.119382,0.091944,0.2406,0.171169,0.126311,0.100108,15.9403,15.3074,16.4141,0,0,0,16.5783,15.8478,15.6468,15.5246,2498236004814174848
DES,16.4263,16.0332,15.9325,15.8949,16.3927,16.0496,15.9228,15.9103,42.8112,0.0586408,0.235618,0.157873,0.115382,0.0890204,0.2328,0.16531,0.122311,0.0971084,16.0647,15.5805,16.3757,0,0,0,-999,-999,-999,-999,-999
DES,15.6459,15.1569,15.0064,14.9403,15.6117,15.1861,15.017,14.9618,42.7206,0.0772044,0.232756,0.155873,0.114382,0.0880204,0.23,0.16331,0.121311,0.0958079,15.2045,14.664,15.5686,0,0,0,-999,-999,-999,-999,-999
DES,16.5958,15.9986,15.8125,15.7234,16.5569,16.0343,15.8234,15.7501,42.7031,0.0247115,0.236618,0.158873,0.115719,0.089944,0.2338,0.16631,0.123181,0.0978079,16.0612,15.462,16.4824,0,0,0,-999,-999,-999,-999,-999
DES,15.9002,15.3827,15.2354,15.1627,15.8774,15.4224,15.246,15.1868,42.6969,0.0481225,0.232756,0.156113,0.114382,0.0880204,0.23,0.164169,0.121311,0.0961084,15.4412,14.888,15.8173,0,0,0,-999,-999,-999,-999,-999
DES,18.739,18.1615,17.9818,17.8951,18.6896,18.2062,17.9886,17.9267,42.9167,-0.318139,0.179144,0.120155,0.087371,0.067708,0.177,0.125732,0.0927006,0.0739064,18.2275,17.6757,18.6115,0,0,0,-999,-999,-999,-999,-999
DES,17.0792,16.2961,16.0444,15.8995,17.0279,16.361,16.0706,15.9503,43.4402,-0.868718,0.197728,0.133394,0.0970452,0.0754788,0.1954,0.139592,0.103441,0.0822069,16.3954,15.7085,16.9211,0,0,0,17.1026,16.2955,16.0435,15.896,2497833274320672128
DES,17.758,17.1569,16.9701,16.8705,17.694,17.2036,16.9841,16.9104,42.9268,-0.162039,0.20545,0.137634,0.100708,0.0774024,0.203,0.144451,0.106571,0.0845074,17.2232,16.6341,17.6498,0,0,0,17.7823,17.1708,16.9709,16.8405,2498120178136175744
DES,18.4363,17.7278,17.4952,17.3731,18.3483,17.7778,17.51,17.4166,42.8034,-0.165644,0.21045,0.141634,0.103045,0.0802496,0.208,0.148451,0.109441,0.0872069,17.8121,17.1828,18.2704,0,0,0,-999,-999,-999,-999,-999
DES,16.6532,16.0986,15.9297,15.8385,16.6264,16.1445,15.9421,15.8706,43.1304,-0.701723,0.20745,0.139394,0.101708,0.0784024,0.205,0.145592,0.107571,0.0855074,16.1596,15.584,16.5659,0,0,0,16.6684,16.0961,15.929,15.8202,2497885741641128576
DES,17.4629,17.0749,16.9667,16.9257,17.4383,17.1049,16.967,16.9468,43.4943,-0.687424,0.203589,0.136634,0.100045,0.0774024,0.2012,0.143451,0.106441,0.0842069,17.1083,16.6287,17.3999,0,0,0,-999,-999,-999,-999,-999
DES,18.5687,17.7996,17.5013,17.3275,18.5444,17.8574,17.5332,17.3792,43.056,0.0941263,0.227895,0.152873,0.112045,0.0870204,0.2252,0.16031,0.118441,0.0948079,17.8642,17.1603,18.3804,0,0,0,-999,-999,-999,-999,-999
DES,17.571,17.1204,16.9817,16.9197,17.5493,17.1594,16.998,16.9429,43.2886,-0.773417,0.203589,0.136634,0.100045,0.0774024,0.2012,0.143451,0.106441,0.0842069,17.1611,16.6446,17.5182,0,0,0,17.5983,17.133,16.9881,16.8647,2497882610609802240
DES,18.3476,17.4108,17.1109,16.9372,18.2678,17.4948,17.1419,17.0088,43.5085,0.468686,0.296091,0.198592,0.144731,0.11218,0.2926,0.207887,0.153791,0.12231,17.5122,16.7933,18.1101,0,0,0,18.3988,17.4186,17.1161,16.9338,2498263694468037504
DES,17.9029,17.1398,16.8989,16.7628,17.853,17.1943,16.919,16.8078,43.3792,0.789906,0.272785,0.183352,0.134056,0.103486,0.2696,0.192028,0.142051,0.112709,17.2268,16.5585,17.7391,0,0,0,17.9378,17.1291,16.8898,16.7556,2498355400609801472
DES,18.4981,17.939,17.741,17.6354,18.474,17.9743,17.757,17.6697,43.6287,0.416826,0.265924,0.178352,0.130056,0.100638,0.2628,0.187028,0.138051,0.109709,17.9893,17.3941,18.419,0,0,0,-999,-999,-999,-999,-999
DES,18.8354,18.5145,18.4249,18.3913,18.7921,18.5201,18.4095,18.4268,43.1661,0.0474171,0.220172,0.147634,0.108045,0.0831732,0.2176,0.154451,0.114441,0.0908079,18.5272,18.0437,18.8342,0,0,0,-999,-999,-999,-999,-999
DES,18.7419,18.0592,17.8273,17.6914,18.7102,18.111,17.849,17.739,43.583,0.34413,0.250201,0.168113,0.122719,0.0947912,0.2472,0.176169,0.130181,0.103409,18.1351,17.4967,18.6253,0,0,0,-999,-999,-999,-999,-999
DES,18.725,18.2744,18.1306,18.0661,18.6576,18.3107,18.1298,18.087,43.3027,0.869832,0.270785,0.181352,0.133056,0.102562,0.2676,0.190028,0.141051,0.111709,18.311,17.774,18.6039,0,0,0,-999,-999,-999,-999,-999
DES,16.6747,16.1039,15.9253,15.8381,16.6216,16.1426,15.9395,15.8785,43.3494,0.865181,0.271785,0.182352,0.133394,0.103486,0.2686,0.191028,0.141921,0.112709,16.1668,15.5869,16.585,0,0,0,-999,-999,-999,-999,-999
DES,15.8685,15.3626,15.2293,15.1636,15.8299,15.4077,15.2288,15.1928,43.4154,0.921781,0.272646,0.182592,0.133394,0.103486,0.2694,0.191887,0.141921,0.112709,15.419,14.8817,15.7906,0,0,0,15.8758,15.3651,15.2234,15.1695,2498361005542307456
DES,16.479,15.8245,15.6271,15.5245,16.4353,15.8678,15.6405,15.5606,43.3272,0.889768,0.272785,0.183352,0.134056,0.103486,0.2696,0.192028,0.142051,0.112709,15.9024,15.285,16.3576,0,0,0,-999,-999,-999,-999,-999
DES,16.9292,16.067,15.7613,15.586,16.8911,16.1208,15.7961,15.6477,43.3216,0.930709,0.272646,0.183352,0.134056,0.103486,0.2694,0.192028,0.142051,0.112709,16.1647,15.4238,16.7134,0,0,0,-999,-999,-999,-999,-999
DES,17.1087,16.5376,16.3687,16.2972,17.0725,16.5682,16.3784,16.3206,43.4633,0.803975,0.284369,0.190592,0.139394,0.108333,0.281,0.199887,0.147921,0.117709,16.6017,16.0374,17.0074,0,0,0,17.1225,16.5307,16.3713,16.2971,2498354958228357376
DES,16.5446,15.7671,15.5071,15.3584,16.501,15.8201,15.5269,15.4059,43.3946,0.924787,0.271646,0.182352,0.133056,0.103486,0.2684,0.191028,0.141051,0.112709,15.8433,15.1618,16.3685,0,0,0,-999,-999,-999,-999,-999
DES,16.5801,16.1287,16.0021,15.9488,16.5402,16.1621,16.0098,15.963,43.2047,-0.0202611,0.198728,0.133394,0.0977081,0.0754788,0.1964,0.139592,0.103571,0.0822069,16.1728,15.6594,16.5098,0,0,0,-999,-999,-999,-999,-999
DES,16.7164,16.2398,16.0957,16.0328,16.6849,16.2709,16.107,16.0597,43.2729,0.00537953,0.201589,0.135394,0.0990452,0.0764024,0.1992,0.141592,0.105441,0.0832069,16.2852,15.7591,16.6493,0,0,0,-999,-999,-999,-999,-999
DES,18.2251,17.6784,17.4867,17.3863,18.1806,17.7185,17.5077,17.4211,43.2378,-0.0022829,0.196727,0.131634,0.0967081,0.0744788,0.1944,0.138451,0.102571,0.0812069,17.7285,17.189,18.1031,0,0,0,-999,-999,-999,-999,-999
DES,18.0647,17.6442,17.5044,17.4382,18.0496,17.6709,17.5057,17.4313,43.6173,-0.640292,0.205589,0.138394,0.101045,0.078326,0.2032,0.144592,0.107441,0.0852069,17.6736,17.1506,18.0056,0,0,0,-999,-999,-999,-999,-999
DES,17.2995,16.5157,16.2359,16.038,17.2564,16.5401,16.2455,16.0619,43.6122,-0.566925,0.20645,0.138634,0.101045,0.078326,0.204,0.145451,0.107441,0.0852069,16.6285,15.9226,17.2053,0,0,0,17.3664,16.5565,16.2753,16.0703,2497914638180634752
DES,18.4195,17.9763,17.8376,17.7727,18.4324,18.018,17.8506,17.8128,43.5503,-0.775718,0.20945,0.140634,0.103045,0.079326,0.207,0.147451,0.109441,0.0865074,18.0176,17.4952,18.3706,0,0,0,-999,-999,-999,-999,-999
DES,18.629,18.1373,17.9919,17.9201,18.622,18.1739,17.9905,17.9353,43.13,0.156322,0.229756,0.153873,0.112382,0.0870968,0.227,0.16131,0.119311,0.0948079,18.1995,17.639,18.5872,0,0,0,-999,-999,-999,-999,-999
DES,17.2736,16.6929,16.5092,16.4152,17.2477,16.7361,16.5337,16.4485,43.6034,-0.680482,0.20645,0.138634,0.101045,0.078326,0.204,0.145451,0.107441,0.0852069,16.7568,16.1796,17.1605,0,0,0,-999,-999,-999,-999,-999
DES,17.281,16.8307,16.704,16.6467,17.2452,16.8684,16.7078,16.6694,42.9838,-0.332039,0.166421,0.111155,0.081371,0.0628608,0.1644,0.116732,0.0867006,0.0686059,16.8741,16.3675,17.2256,0,0,0,-999,-999,-999,-999,-999
DES,16.9797,16.503,16.369,16.3081,16.9562,16.5265,16.3691,16.3385,42.9814,-0.253227,0.16556,0.111155,0.081371,0.0628608,0.1636,0.116732,0.0867006,0.0686059,16.5541,16.0228,16.9014,0,0,0,17.0021,16.5052,16.3611,16.3256,2498105678326588416
DES,16.4587,15.9294,15.7537,15.6536,16.4178,15.9601,15.7549,15.6803,42.4354,-0.0909451,0.181144,0.121394,0.0887081,0.068708,0.179,0.127592,0.0945706,0.0749064,15.9725,15.4003,16.3715,0,0,0,16.4647,15.9256,15.7367,15.642,2498167319697182592
DES,15.9396,15.2597,15.0733,14.9685,15.9079,15.32,15.0869,15.0102,43.1179,-0.644612,0.198728,0.133394,0.0977081,0.0754788,0.1964,0.139592,0.103571,0.0822069,15.3497,14.7299,15.8128,0,0,0,15.953,15.2608,15.072,14.9579,2497897973707985152
DES,17.0854,16.3271,16.1059,15.9825,17.0478,16.3746,16.1192,16.0157,42.9842,-0.584614,0.186005,0.124394,0.091371,0.0706316,0.1838,0.130592,0.0967006,0.0769064,16.4201,15.7666,16.9279,0,0,0,-999,-999,-999,-999,-999
DES,17.8484,17.287,17.1091,17.0207,17.8158,17.326,17.1182,17.0516,43.1403,-0.609615,0.198589,0.133394,0.0970452,0.0754788,0.1962,0.139592,0.103441,0.0822069,17.3522,16.7843,17.7946,0,0,0,17.8675,17.3055,17.1219,17.0471,2497899588615686528
DES,17.6453,17.1935,17.0621,17.0073,17.6274,17.2326,17.0796,17.0181,43.4529,-0.690164,0.203589,0.136394,0.0997081,0.0774024,0.2012,0.142592,0.105571,0.0842069,17.2378,16.7477,17.5729,0,0,0,17.6576,17.2116,17.0738,17.0296,2497888730938391680
DES,16.7869,16.1284,15.9369,15.8402,16.7592,16.1718,15.958,15.8612,43.4372,-0.685309,0.203589,0.136394,0.0997081,0.0774024,0.2012,0.142592,0.105571,0.0842069,16.2133,15.5972,16.6701,0,0,0,-999,-999,-999,-999,-999
DES,18.7515,18.1289,17.9196,17.8015,18.7165,18.1864,17.956,17.8458,43.5458,-0.70427,0.20745,0.139394,0.101708,0.0784024,0.205,0.145592,0.107571,0.0855074,18.2002,17.6213,18.6378,0,0,0,-999,-999,-999,-999,-999
DES,18.4719,18.1001,17.969,17.9147,18.4523,18.1479,17.9829,17.9314,43.6445,-0.516187,0.210311,0.140634,0.103045,0.079326,0.2078,0.147451,0.109441,0.0865074,18.1156,17.6417,18.4525,0,0,0,-999,-999,-999,-999,-999
DES,17.2418,16.5393,16.314,16.1896,17.1946,16.5915,16.3384,16.2343,43.6476,-0.514393,0.215172,0.144634,0.105045,0.0812496,0.2126,0.151451,0.111441,0.0885074,16.6201,15.9814,17.1,0,0,0,17.2664,16.5493,16.3114,16.2034,2497915256656401920
DES,17.2647,16.7109,16.5425,16.4543,17.2311,16.7494,16.5489,16.4745,43.3349,0.542379,0.278508,0.187352,0.136394,0.105486,0.2752,0.196028,0.144921,0.11501,16.7715,16.212,17.1725,0,0,0,17.284,16.7221,16.5464,16.4535,2498314757334478208
DES,18.7127,17.9902,17.7421,17.6013,18.6774,18.0344,17.7593,17.6492,42.7824,0.124765,0.228895,0.153873,0.112382,0.0870204,0.2262,0.16131,0.119311,0.0948079,18.0722,17.4005,18.566,0,0,0,-999,-999,-999,-999,-999
DES,18.2805,17.4482,17.1848,17.0357,18.2221,17.5005,17.2141,17.085,43.2363,0.633882,0.276646,0.185592,0.135394,0.105409,0.2734,0.194887,0.143921,0.114709,17.5414,16.8574,18.0648,0,0,0,18.2938,17.4563,17.1956,17.0365,2498328226351916800
DES,18.3146,17.7098,17.4953,17.3787,18.2808,17.753,17.5145,17.4149,43.2371,0.565462,0.280508,0.188352,0.137394,0.106409,0.2772,0.197028,0.145921,0.115709,17.77,17.153,18.2227,0,0,0,-999,-999,-999,-999,-999
DES,18.0903,17.7354,17.6316,17.5914,18.0714,17.7508,17.6318,17.6161,43.2366,0.586061,0.278508,0.186592,0.136394,0.105486,0.2752,0.195887,0.144921,0.11501,17.7544,17.2977,18.0281,0,0,0,-999,-999,-999,-999,-999
DES,18.9645,18.1774,17.9237,17.7762,18.9689,18.2383,17.9546,17.8319,43.3444,0.584414,0.274646,0.184352,0.135056,0.104486,0.2714,0.193028,0.143051,0.113709,18.2687,17.613,18.7929,0,0,0,-999,-999,-999,-999,-999
DES,17.632,16.7817,16.4955,16.3304,17.5822,16.8462,16.5206,16.3774,43.0982,0.0577452,0.226895,0.151873,0.111382,0.0860968,0.2242,0.15931,0.118311,0.0938079,16.8861,16.1602,17.4308,0,0,0,-999,-999,-999,-999,-999
DES,17.1975,16.6245,16.4493,16.3579,17.1543,16.657,16.4554,16.3803,42.8999,0.453785,0.274646,0.184352,0.134394,0.104486,0.2714,0.193028,0.142921,0.113709,16.6866,16.1049,17.1052,0,0,0,17.2103,16.6323,16.4492,16.3483,2498226001835158912
DES,17.2241,16.4347,16.2004,16.0726,17.1733,16.4856,16.2236,16.1129,42.7662,0.216056,0.222034,0.148873,0.109045,0.0841732,0.2194,0.15631,0.115441,0.0918079,16.5332,15.8574,17.0595,0,0,0,-999,-999,-999,-999,-999
DES,17.1911,16.7643,16.6379,16.584,17.1668,16.7917,16.6448,16.6068,42.6819,0.299782,0.228895,0.153873,0.112382,0.0870204,0.2262,0.16131,0.119311,0.0948079,16.8014,16.2975,17.1386,0,0,0,-999,-999,-999,-999,-999
DES,18.4869,17.9957,17.8397,17.7669,18.451,18.0237,17.8525,17.8175,42.5963,0.26983,0.227895,0.152873,0.111382,0.0860968,0.2252,0.16031,0.118311,0.0938079,18.0481,17.5235,18.3877,0,0,0,-999,-999,-999,-999,-999
DES,16.9891,16.4679,16.3034,16.2226,16.9465,16.4974,16.3106,16.25,43.2278,0.82551,0.263924,0.177352,0.129719,0.100562,0.2608,0.186028,0.137181,0.109409,16.5189,15.9663,16.9095,0,0,0,-999,-999,-999,-999,-999
DES,17.0851,16.2144,15.941,15.7853,17.0343,16.2731,15.9716,15.8341,43.3688,-0.0199341,0.223034,0.149634,0.109382,0.0841732,0.2204,0.156451,0.116311,0.0918079,16.3146,15.6052,16.8803,0,0,0,-999,-999,-999,-999,-999
DES,18.806,18.0797,17.8459,17.719,18.758,18.1227,17.8733,17.7665,43.1941,0.82739,0.258063,0.173113,0.126719,0.0977148,0.255,0.181169,0.134181,0.106409,18.1675,17.5164,18.6976,0,0,0,-999,-999,-999,-999,-999
DES,15.4803,15.0382,14.9196,14.8655,15.4676,15.072,14.9233,14.8853,43.417,-0.2509,0.231756,0.155873,0.113382,0.0880204,0.229,0.16331,0.120311,0.0958079,15.0815,14.5679,15.4206,0,0,0,15.4902,15.0312,14.9149,14.8573,2497939102314800384
DES,17.8893,17.1444,16.9048,16.7642,17.8197,17.1918,16.922,16.8099,43.4191,-0.223394,0.237618,0.159873,0.116719,0.089944,0.2348,0.16731,0.124181,0.0981084,17.2301,16.56,17.7369,0,0,0,17.9105,17.1335,16.8963,16.781,2497939583351137280
DES,18.2508,17.4305,17.1437,16.9786,18.2379,17.4891,17.1831,17.0401,43.8162,-0.489397,0.224034,0.150634,0.110045,0.0850968,0.2214,0.157451,0.116441,0.0928079,17.5454,16.8271,18.0865,0,0,0,18.2979,17.444,17.16,16.9724,2497869386405705856
DES,17.9512,17.0515,16.7579,16.5894,17.8922,17.1147,16.7913,16.6403,42.8733,-0.0297278,0.228895,0.153634,0.112382,0.0870204,0.2262,0.160451,0.119311,0.0948079,17.1482,16.4202,17.7491,0,0,0,-999,-999,-999,-999,-999
DES,16.2091,15.7715,15.6496,15.596,16.1693,15.7961,15.6503,15.6082,42.77,0.0991329,0.233756,0.156873,0.114382,0.0890204,0.231,0.16431,0.121311,0.0968079,15.811,15.3031,16.1399,0,0,0,-999,-999,-999,-999,-999
DES,16.4733,15.7316,15.4886,15.3523,16.4317,15.7839,15.518,15.4031,42.7121,-0.113652,0.212311,0.142634,0.104045,0.080326,0.2098,0.149451,0.110441,0.0875074,15.8153,15.1513,16.3159,0,0,0,-999,-999,-999,-999,-999
DES,17.1649,16.5158,16.3213,16.2189,17.1403,16.5479,16.3292,16.2504,42.8592,-0.0821758,0.226895,0.152634,0.111382,0.0860968,0.2242,0.159451,0.118311,0.0938079,16.5914,15.9791,17.0444,0,0,0,17.1773,16.5133,16.3226,16.2122,2498124709326073344
DES,16.1843,15.4554,15.2614,15.1461,16.1365,15.5098,15.2709,15.1828,42.6787,-0.0899058,0.215311,0.144634,0.106045,0.0821732,0.2128,0.151451,0.112441,0.0895074,15.5534,14.9151,16.0386,0,0,0,-999,-999,-999,-999,-999
DES,15.6239,15.2227,15.1117,15.0632,15.6027,15.2485,15.1081,15.0744,42.9672,0.0258212,0.225895,0.151634,0.110382,0.0860968,0.2232,0.158451,0.117311,0.0935074,15.2546,14.76,15.5717,0,0,0,-999,-999,-999,-999,-999
DES,18.8852,18.553,18.4594,18.4143,18.8894,18.567,18.4594,18.4751,43.6889,-0.632404,0.203589,0.136634,0.100045,0.0774024,0.2012,0.143451,0.106441,0.0842069,18.5685,18.0995,18.829,0,0,0,-999,-999,-999,-999,-999
DES,15.6201,15.1596,15.0248,14.9542,15.5859,15.1875,15.037,14.9838,42.2898,0.049475,0.16456,0.110915,0.0810339,0.0628608,0.1626,0.115873,0.0858305,0.0683054,15.1977,14.6702,15.5482,0,0,0,15.6302,15.1492,15.0127,14.9481,2498184667069941248
DES,18.9189,18.4765,18.332,18.2656,18.895,18.4996,18.3449,18.3076,43.6576,-0.539134,0.21145,0.141634,0.104045,0.080326,0.209,0.148451,0.110441,0.0875074,18.5174,18.0106,18.8687,0,0,0,-999,-999,-999,-999,-999
DES,16.8651,16.4758,16.3515,16.3006,16.8288,16.4944,16.3578,16.3167,43.6604,-0.975617,0.217172,0.145634,0.106382,0.0822496,0.2146,0.152451,0.113311,0.0898079,16.4968,16.0115,16.8148,0,0,0,16.8748,16.4732,16.3541,16.2982,2497816231890464000
DES,17.7594,17.1427,16.9611,16.8624,17.7159,17.171,16.9741,16.8967,43.3478,-0.967645,0.193866,0.130394,0.0947081,0.0735552,0.1916,0.136592,0.100571,0.0802069,17.2174,16.612,17.6382,0,0,0,17.7781,17.1486,16.9546,16.8338,2497827978625761536
DES,17.0797,16.3753,16.1609,16.0471,17.0324,16.4259,16.1854,16.0862,42.6468,0.199327,0.220172,0.147634,0.108045,0.0831732,0.2176,0.154451,0.114441,0.0908079,16.467,15.827,16.9433,0,0,0,-999,-999,-999,-999,-999
DES,16.9156,16.3879,16.2174,16.1305,16.8749,16.425,16.228,16.1639,43.0905,0.415433,0.318397,0.213831,0.156068,0.120951,0.3146,0.223746,0.165661,0.131611,16.4418,15.875,16.8204,0,0,0,16.9309,16.3912,16.2106,16.1307,2498213258667385344
DES,16.7365,16.274,16.1338,16.07,16.7053,16.3114,16.1334,16.0904,43.6475,0.427762,0.272785,0.183352,0.134056,0.103486,0.2696,0.192028,0.142051,0.112709,16.3505,15.7877,16.6709,0,0,0,16.7492,16.2772,16.1316,16.0743,2498260876969487488
DES,16.8381,16.3189,16.1732,16.1075,16.8029,16.3544,16.1813,16.1266,42.4688,0.201536,0.191866,0.128394,0.0937081,0.0725552,0.1896,0.134592,0.0995706,0.0792069,16.3801,15.8339,16.7688,0,0,0,16.867,16.3187,16.1737,16.1293,2498193673616497664
DES,18.6546,17.7411,17.4362,17.2536,18.6033,17.8048,17.4707,17.3144,43.715,0.682233,0.296091,0.198592,0.144731,0.112256,0.2926,0.207887,0.153791,0.12231,17.8363,17.1057,18.4563,0,0,0,-999,-999,-999,-999,-999
DES,18.5342,18.0359,17.8836,17.8122,18.4927,18.0666,17.8983,17.8432,43.0046,0.479147,0.29323,0.196592,0.143731,0.111256,0.2898,0.205887,0.152791,0.12131,18.0851,17.5339,18.4844,0,0,0,-999,-999,-999,-999,-999
DES,18.6684,18.1263,17.9588,17.8703,18.6245,18.1622,17.9741,17.8992,43.1824,0.485684,0.301953,0.202592,0.147731,0.11418,0.2984,0.211887,0.156791,0.12431,18.1877,17.613,18.5836,0,0,0,-999,-999,-999,-999,-999
DES,18.4932,17.9632,17.8435,17.7788,18.4668,18.0203,17.8434,17.7991,42.8481,-0.369417,0.183005,0.122394,0.089371,0.0696316,0.1808,0.128592,0.0947006,0.0756059,18.0426,17.494,18.438,0,0,0,-999,-999,-999,-999,-999
DES,17.5031,16.9829,16.8125,16.7338,17.4507,17.0101,16.8242,16.7697,42.8472,-0.370738,0.184144,0.123394,0.090371,0.0696316,0.182,0.129592,0.0957006,0.0759064,17.0341,16.4914,17.4136,0,0,0,17.5255,16.9808,16.8354,16.7411,2498098531501017088
DES,18.7907,17.9719,17.7013,17.5467,18.7111,18.0167,17.7354,17.6037,43.4786,0.977791,0.275508,0.184592,0.135056,0.104486,0.2722,0.193887,0.143051,0.113709,18.0667,17.3712,18.6206,0,0,0,-999,-999,-999,-999,-999
DES,17.7316,17.0884,16.8872,16.7805,17.6987,17.1364,16.9017,16.8241,43.7446,0.459954,0.267785,0.180113,0.131056,0.101562,0.2646,0.188169,0.139051,0.110709,17.1623,16.5624,17.5994,0,0,0,-999,-999,-999,-999,-999
DES,18.7584,18.2516,18.0738,17.9842,18.734,18.2772,18.0928,18.0094,43.678,-0.627315,0.203589,0.136634,0.100045,0.0774024,0.2012,0.143451,0.106441,0.0842069,18.2952,17.7503,18.6756,0,0,0,-999,-999,-999,-999,-999
DES,17.9996,17.2624,17.043,16.9216,17.9533,17.3152,17.0669,16.9739,43.527,-0.722733,0.20745,0.138634,0.101708,0.0784024,0.205,0.145451,0.107571,0.0855074,17.3541,16.7222,17.8335,0,0,0,18.0255,17.2695,17.0656,16.9762,2497841520657873920
DES,17.7318,17.3148,17.1911,17.1377,17.7132,17.3454,17.1964,17.1519,43.6064,-0.734907,0.20745,0.139634,0.102045,0.079326,0.205,0.146451,0.108441,0.0862069,17.3537,16.842,17.6786,0,0,0,17.745,17.3163,17.1971,17.1346,2497841967334471424
DES,17.8518,17.2559,17.073,16.977,17.8237,17.3135,17.0819,16.9936,43.159,0.172599,0.228895,0.153873,0.112382,0.0870968,0.2262,0.16131,0.119311,0.0948079,17.325,16.755,17.7686,0,0,0,17.8939,17.2713,17.0954,17.0003,2498158145647051136
